Getting declarations... 5222 found
(caching disabled)
Checking: Quotient.lift₂._proof_1... ok
Checking: Quotient.ind... ok
Checking: Quotient.lift₂._proof_2... ok
Checking: Quotient.lift₂... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_sub_of_add_le.match_1_1... ok
Checking: Nat.sub_eq_of_eq_add... ok
Checking: Nat.le_sub_of_add_le... ok
Checking: Add.rec... ok
Checking: Add.casesOn... ok
Checking: Lean.Parser.Tactic.skip... ok
Checking: instLEFin... ok
Checking: Fin.val_le_of_le... ok
Checking: instInhabitedBool.default... ok
Checking: instInhabitedBool... ok
Checking: instInhabitedNat... ok
Checking: Lean.Grind.instInhabitedConfig.default... ok
Checking: Lean.Grind.instInhabitedConfig... ok
Checking: DoResultPRBC.casesOn... ok
Checking: DoResultPRBC.ctorIdx... ok
Checking: DoResultPRBC.ctorElimType... ok
Checking: DoResultPRBC.ctorElim... ok
Checking: DoResultPRBC.continue.elim... ok
Checking: BEq.refl... ok
Checking: Mul.rec... ok
Checking: Mul.casesOn... ok
Checking: Mul.noConfusionType... ok
Checking: neZero_iff... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_eq_iff_eq_add.match_1_1... ok
Checking: Nat.sub_eq_iff_eq_add... ok
Checking: Nat.sub_eq_iff_eq_add'... ok
Checking: Prod.Lex... ok
Checking: Prod.Lex.left... ok
Checking: Prod.Lex.right... ok
Checking: Prod.Lex.rec... ok
Checking: Prod.Lex.casesOn... ok
Checking: Prod.rec... ok
Checking: Prod.casesOn... ok
Checking: Prod.noConfusionType... ok
Checking: Prod.noConfusion... ok
Checking: Prod.mk.noConfusion... ok
Checking: Prod.lexAccessible... ok
Checking: Div.rec... ok
Checking: Div.recOn... ok
Checking: String.casesOn... ok
Checking: String.noConfusionType... ok
Checking: String.noConfusion... ok
Checking: String.ofByteArray.noConfusion... ok
Checking: String.ofByteArray.inj... ok
Checking: Lean.Syntax.rec_2... ok
Checking: Lean.Syntax.rec_1... ok
Checking: Lean.Syntax.rec... ok
Checking: Lean.Syntax.below... ok
Checking: Lean.Syntax.below_1... ok
Checking: Lean.Syntax.below_2... ok
Checking: Lean.Syntax.brecOn_1.go... ok
Checking: Lean.Syntax.brecOn_1... ok
Checking: Lean.Grind.Config.instances... ok
Checking: DoResultPRBC.pure.elim... ok
Checking: DoResultPRBC.return.elim... ok
Checking: DoResultPRBC.break.elim... ok
Checking: DoResultPRBC.noConfusionType... ok
Checking: DoResultPRBC.noConfusion... ok
Checking: Lean.strLitKind... ok
Checking: Nat.lt_of_lt_of_eq... ok
Checking: Nat.lt_add_one._simp_1... ok
Checking: Nat.add_one_ne... ok
Checking: imp_intro... ok
Checking: Pow.casesOn... ok
Checking: Pow.noConfusionType... ok
Checking: Lean.ParserDescr.casesOn... ok
Checking: Lean.ParserDescr.ctorIdx... ok
Checking: Lean.ParserDescr.ctorElimType... ok
Checking: Lean.ParserDescr.ctorElim... ok
Checking: Lean.ParserDescr.const.elim... ok
Checking: Lean.ParserDescr.unary.elim... ok
Checking: Lean.ParserDescr.binary.elim... ok
Checking: Lean.ParserDescr.node.elim... ok
Checking: Lean.ParserDescr.trailingNode.elim... ok
Checking: Lean.ParserDescr.symbol.elim... ok
Checking: Lean.ParserDescr.nonReservedSymbol.elim... ok
Checking: Lean.ParserDescr.cat.elim... ok
Checking: Lean.ParserDescr.parser.elim... ok
Checking: Lean.ParserDescr.nodeWithAntiquot.elim... ok
Checking: Lean.ParserDescr.sepBy.elim... ok
Checking: Lean.ParserDescr.sepBy1.elim... ok
Checking: Lean.ParserDescr.unicodeSymbol.elim... ok
Checking: Lean.ParserDescr.noConfusionType... ok
Checking: Lean.ParserDescr.noConfusion... ok
Checking: Lean.ParserDescr.binary.noConfusion... ok
Checking: UInt16... ok
Checking: UInt16.ofBitVec... ok
Checking: UInt16.rec... ok
Checking: UInt16.casesOn... ok
Checking: UInt16.noConfusionType... ok
Checking: UInt16.noConfusion... ok
Checking: UInt16.ofBitVec.noConfusion... ok
Checking: PSum... ok
Checking: PSum.inl... ok
Checking: PSum.inr... ok
Checking: PSum.rec... ok
Checking: PSum.casesOn... ok
Checking: PSum.noConfusionType... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_1... ok
Checking: Nat.modCore.go.eq_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore.go.fuel_congr.match_1_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore.go.fuel_congr... ok
Checking: Nat.modCore_eq... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_3... ok
Checking: Nat.mod.eq_2... ok
Checking: iteInduction... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_8... ok
Checking: Nat.modCore_eq_mod... ok
Checking: Nat.mod_eq... ok
Checking: Nat.left_distrib... ok
Checking: Nat.mul_one... ok
Checking: Nat.div_add_mod._unary... ok
Checking: Nat.div_add_mod... ok
Checking: DoResultPRBC.pure.noConfusion... ok
Checking: Lean.Parser.Tactic.simpTraceArgsRest... ok
Checking: Lean.Parser.Tactic.simpTrace... ok
Checking: Fin.elim0.match_1... ok
Checking: Fin.elim0... ok
Checking: Bool.dcond.match_1... ok
Checking: Lean.Parser.Tactic.Grind.grindStep... ok
Checking: Lean.Parser.Tactic.Grind.grindSeqBracketed... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq1Indented... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq... ok
Checking: Lean.Parser.Tactic.Grind.setOption... ok
Checking: LE.rec... ok
Checking: LE.casesOn... ok
Checking: Setoid.rec... ok
Checking: Setoid.casesOn... ok
Checking: Setoid.noConfusionType... ok
Checking: Setoid.noConfusion... ok
Checking: Lean.Parser.Tactic.tacticAc_nf_... ok
Checking: inline... ok
Checking: inline.eq_1... ok
Checking: HasEquiv.rec... ok
Checking: HasEquiv.casesOn... ok
Checking: HasEquiv.noConfusionType... ok
Checking: Or.intro_left... ok
Checking: List.cons.noConfusion... ok
Checking: List.cons.injEq... ok
Checking: neZero_zero_iff_false... ok
Checking: HEq.ndrecOn... ok
Checking: HEq.subst... ok
Checking: Eq.mpr_prop... ok
Checking: Std.RightIdentity... ok
Checking: Std.RightIdentity.mk... ok
Checking: Std.RightIdentity.rec... ok
Checking: Lean.Name.mkNum... ok
Checking: Insert.casesOn... ok
Checking: Insert.noConfusionType... ok
Checking: Insert.noConfusion... ok
Checking: WellFounded.recursion... ok
Checking: PProd.rec... ok
Checking: Bool.not_eq_true... ok
Checking: bne_iff_ne... ok
Checking: Union... ok
Checking: Union.mk... ok
Checking: Union.ctorIdx... ok
Checking: Nat.ge_of_not_lt... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.mul_le_mul_left.match_1_1... ok
Checking: Nat.mul_le_mul_left... ok
Checking: Nat.mul_lt_mul_of_pos_left... ok
Checking: Nat.le_of_mul_le_mul_left... ok
Checking: Min.rec... ok
Checking: Min.casesOn... ok
Checking: Min.noConfusionType... ok
Checking: Min.noConfusion... ok
Checking: Sum.ctorIdx... ok
Checking: Sum.ctorElimType... ok
Checking: Sum.ctorElim... ok
Checking: MonadState.casesOn... ok
Checking: MonadState.noConfusionType... ok
Checking: MonadState.noConfusion... ok
Checking: MonadState.mk.noConfusion... ok
Checking: Append.ctorIdx... ok
Checking: coeNotation... ok
Checking: Lean.MacroScopesView.mk.noConfusion... ok
Checking: of_eq_false... ok
Checking: Subrelation... ok
Checking: Subrelation.accessible... ok
Checking: Subrelation.wf... ok
Checking: EStateM.Result.ctorIdx... ok
Checking: EStateM.Result.ctorElimType... ok
Checking: EStateM.Result.ctorElim... ok
Checking: Function.comp_def... ok
Checking: WellFounded.induction... ok
Checking: Lean.ParserDescr.nodeWithAntiquot.noConfusion... ok
Checking: Lean.Grind.ConfigInteractive.recOn... ok
Checking: instLEBitVec... ok
Checking: instLEUInt32... ok
Checking: UInt32.size... ok
Checking: UInt32.ofNatLT... ok
Checking: Char.utf8Size._proof_1... ok
Checking: inferInstanceAs... ok
Checking: instDecidableLeBitVec... ok
Checking: UInt32.decLe... ok
Checking: Char.utf8Size._proof_2... ok
Checking: Char.utf8Size._proof_3... ok
Checking: Char.utf8Size... ok
Checking: Lean.Macro.Methods.noConfusionType... ok
Checking: DoResultPR.ctorIdx... ok
Checking: DoResultPR.ctorElimType... ok
Checking: DoResultPR.ctorElim... ok
Checking: DoResultPR.pure.elim... ok
Checking: Zero.rec... ok
Checking: Zero.casesOn... ok
Checking: Zero.noConfusionType... ok
Checking: Zero.noConfusion... ok
Checking: Nat.le_of_eq... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_antisymm_iff.match_1_1... ok
Checking: Nat.le_antisymm_iff... ok
Checking: Max.noConfusion... ok
Checking: List.cons.sizeOf_spec... ok
Checking: term_∪_... ok
Checking: flip... ok
Checking: Nat.not_lt... ok
Checking: Nat.le_of_lt... ok
Checking: Nat.lt_asymm... ok
Checking: Nat.not_lt_of_lt... ok
Checking: and_iff_left_of_imp... ok
Checking: Array.appendCore.loop... ok
Checking: Array.appendCore... ok
Checking: SDiff... ok
Checking: SDiff.mk... ok
Checking: MonadWithReaderOf... ok
Checking: MonadWithReaderOf.mk... ok
Checking: MonadWithReaderOf.rec... ok
Checking: MonadWithReaderOf.casesOn... ok
Checking: MonadWithReaderOf.noConfusionType... ok
Checking: MonadWithReaderOf.noConfusion... ok
Checking: Div.ctorIdx... ok
Checking: Lean.Meta.instCoeListNatOccurrences... ok
Checking: Lean.Meta.Simp.Config.recOn... ok
Checking: USize... ok
Checking: _private.Init.Prelude.0.System.Platform.getNumBits._proof_1... ok
Checking: System.Platform.getNumBits... ok
Checking: System.Platform.numBits... ok
Checking: USize.ofBitVec... ok
Checking: USize.ctorIdx... ok
Checking: Zero.ctorIdx... ok
Checking: Lean.Parser.Tactic.extractLets... ok
Checking: Equivalence.symm... ok
Checking: Setoid.symm... ok
Checking: Pow.noConfusion... ok
Checking: Pow.mk.noConfusion... ok
Checking: MProd... ok
Checking: MProd.mk... ok
Checking: MProd.rec... ok
Checking: MProd.casesOn... ok
Checking: MProd.noConfusionType... ok
Checking: MProd.noConfusion... ok
Checking: MProd.mk.noConfusion... ok
Checking: Prod.lex.match_1... ok
Checking: Prod.lex._proof_1... ok
Checking: Prod.lex... ok
Checking: Prod.instWellFoundedRelation... ok
Checking: readThe... ok
Checking: Lean.Meta.Occurrences._sizeOf_1... ok
Checking: Lean.Meta.Occurrences._sizeOf_inst... ok
Checking: Lean.Meta.Occurrences.pos.sizeOf_spec... ok
Checking: HAppend.rec... ok
Checking: HAppend.casesOn... ok
Checking: HAppend.noConfusionType... ok
Checking: HAppend.noConfusion... ok
Checking: MonadReader... ok
Checking: MonadReader.mk... ok
Checking: MonadReader.rec... ok
Checking: UInt32.rec... ok
Checking: UInt32.casesOn... ok
Checking: UInt32.noConfusionType... ok
Checking: Lean.Grind.genHEqPattern... ok
Checking: _private.Init.Prelude.0.Fin.eq_of_val_eq.match_1_1... ok
Checking: Fin.eq_of_val_eq... ok
Checking: Fin.val_ne_of_ne... ok
Checking: id.eq_1... ok
Checking: Nat.mod_add_div... ok
Checking: Nat.mod_def... ok
Checking: Nat.mod_eq_sub_mul_div... ok
Checking: Pure.ctorIdx... ok
Checking: XorOp... ok
Checking: XorOp.mk... ok
Checking: XorOp.rec... ok
Checking: XorOp.casesOn... ok
Checking: XorOp.noConfusionType... ok
Checking: XorOp.noConfusion... ok
Checking: XorOp.mk.noConfusion... ok
Checking: Lean.Macro.Context.ref... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.succ_sub.match_1_1... ok
Checking: Nat.add_sub_cancel_left... ok
Checking: Nat.succ_sub... ok
Checking: Nat.sub_lt_left_of_lt_add... ok
Checking: Nat.sub_lt_right_of_lt_add... ok
Checking: Fin.isLt... ok
Checking: Fin.subNat._proof_1... ok
Checking: Fin.subNat... ok
Checking: _private.Init.Core.0.And.symm.match_1_1... ok
Checking: And.symm... ok
Checking: And.comm... ok
Checking: and_iff_right_of_imp... ok
Checking: and_iff_right_iff_imp... ok
Checking: Lean.Grind.Config.exp... ok
Checking: Lean.interpolatedStrKind... ok
Checking: term_==_... ok
Checking: LT.rec... ok
Checking: Subtype.rec... ok
Checking: DoResultPR.recOn... ok
Checking: Nonempty.rec... ok
Checking: Nonempty.casesOn... ok
Checking: _private.Init.Prelude.0.Nonempty.elim.match_1_1... ok
Checking: Nonempty.elim... ok
Checking: instNonemptyPProd... ok
Checking: Nat.succ.noConfusion... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.add_one_add_one_ne_one.match_1_1... ok
Checking: Nat.add_one_add_one_ne_one... ok
Checking: Lean.Meta.DSimp.Config.autoUnfold... ok
Checking: Lean.Parser.Tactic.tacticSuffices_... ok
Checking: HasSSubset... ok
Checking: HasSSubset.mk... ok
Checking: HasSSubset.rec... ok
Checking: HasSSubset.casesOn... ok
Checking: HasSSubset.noConfusionType... ok
Checking: HasSSubset.noConfusion... ok
Checking: Nat.lt_add_of_pos_right... ok
Checking: NatPow.rec... ok
Checking: NatPow.casesOn... ok
Checking: NatPow.noConfusionType... ok
Checking: NatPow.noConfusion... ok
Checking: Lean.Parser.Tactic.Grind.cases... ok
Checking: Lean.Grind.Config.noConfusionType... ok
Checking: Sep... ok
Checking: Sep.mk... ok
Checking: Inter... ok
Checking: Inter.mk... ok
Checking: Inter.ctorIdx... ok
Checking: Inv.casesOn... ok
Checking: Pure.rec... ok
Checking: Pure.recOn... ok
Checking: CoeTail... ok
Checking: CoeTail.mk... ok
Checking: Lean.Parser.Tactic.mleftMacro... ok
Checking: imp.swap... ok
Checking: imp_not_comm... ok
Checking: Ne.intro... ok
Checking: Nonempty.recOn... ok
Checking: Lean.Parser.Tactic.clearValueStar... ok
Checking: Lean.binderIdent... ok
Checking: Lean.Parser.Tactic.clearValueHyp... ok
Checking: Lean.Parser.Tactic.clearValueArg... ok
Checking: Lean.Parser.Tactic.clearValue... ok
Checking: ByteArray.IsValidUTF8.rec... ok
Checking: Lean.MonadRef... ok
Checking: Lean.MonadRef.mk... ok
Checking: Lean.MonadRef.rec... ok
Checking: instSizeOfForallUnit... ok
Checking: Thunk._sizeOf_1... ok
Checking: Thunk._sizeOf_inst... ok
Checking: Thunk.mk.sizeOf_spec... ok
Checking: Lean.Macro.Context.rec... ok
Checking: Lean.Macro.Context.casesOn... ok
Checking: Lean.Macro.Context.noConfusionType... ok
Checking: Lean.Macro.Context.noConfusion... ok
Checking: Lean.Macro.Context.mk.noConfusion... ok
Checking: HAnd.rec... ok
Checking: HAnd.casesOn... ok
Checking: HAnd.noConfusionType... ok
Checking: HAnd.noConfusion... ok
Checking: ne_eq... ok
Checking: beq_eq_false_iff_ne... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.exists_eq_succ_of_ne_zero.match_1_1... ok
Checking: Nat.exists_eq_succ_of_ne_zero... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.sub_mul_div_of_le.match_1_1... ok
Checking: Nat.sub_sub... ok
Checking: Nat.sub_mul_div_of_le... ok
Checking: Lean.choiceKind... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.lt_pred_iff.match_1_5... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.lt_pred_iff.match_1_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.lt_pred_iff.match_1_3... ok
Checking: Iff.symm... ok
Checking: Nat.succ_lt_succ... ok
Checking: Nat.succ_lt_succ_iff... ok
Checking: Nat.lt_pred_iff... ok
Checking: Lean.Meta.TransparencyMode.ctorElimType... ok
Checking: Lean.Meta.TransparencyMode.ctorElim... ok
Checking: Lean.Meta.TransparencyMode.reducible.elim... ok
Checking: CoeTail.rec... ok
Checking: CoeTail.casesOn... ok
Checking: ShiftRight.rec... ok
Checking: ShiftRight.casesOn... ok
Checking: ShiftRight.noConfusionType... ok
Checking: Lean.Grind.Config._sizeOf_1... ok
Checking: Lean.Grind.Config._sizeOf_inst... ok
Checking: Lean.Grind.ConfigInteractive._sizeOf_1... ok
Checking: Lean.Grind.ConfigInteractive._sizeOf_inst... ok
Checking: Lean.Grind.ConfigInteractive.mk.sizeOf_spec... ok
Checking: Lean.Grind.Config.splitIte... ok
Checking: Lean.ParserDescr.sepBy1.noConfusion... ok
Checking: Except... ok
Checking: Except.error... ok
Checking: Except.ok... ok
Checking: Except.rec... ok
Checking: Except.casesOn... ok
Checking: Lean.Grind.NoopConfig.recOn... ok
Checking: Substring.Raw.rec... ok
Checking: Substring.Raw.casesOn... ok
Checking: Substring.Raw.bsize.match_1... ok
Checking: UInt8.casesOn... ok
Checking: UInt8.noConfusionType... ok
Checking: UInt8.noConfusion... ok
Checking: UInt8.ofBitVec.noConfusion... ok
Checking: UInt8.ofBitVec.injEq... ok
Checking: Bind.rec... ok
Checking: Bind.recOn... ok
Checking: DoResultBC.ctorIdx... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd.match_5... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd_1.match_1... ok
Checking: _private.Init.Data.NeZero.0.instNeZeroNatHAdd_1.match_3... ok
Checking: instNeZeroNatHAdd_1... ok
Checking: Nat.instNeZeroSucc... ok
Checking: Fin.zero_eta... TIMEOUT
Checking: DoResultPRBC._sizeOf_1... ok
Checking: DoResultPRBC._sizeOf_inst... ok
Checking: DoResultPRBC.pure.sizeOf_spec... ok
Checking: MonadLiftT... ok
Checking: MonadLiftT.mk... ok
Checking: MonadLiftT.rec... ok
Checking: MonadLiftT.casesOn... ok
Checking: MonadLiftT.noConfusionType... ok
Checking: MonadLiftT.noConfusion... ok
Checking: MonadLiftT.mk.noConfusion... ok
Checking: PNonScalar... ok
Checking: PNonScalar.mk... ok
Checking: eagerReduce... ok
Checking: Option.casesOn... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.getTrailingTailPos?.match_1... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.getTrailing?.match_1... ok
Checking: Lean.SourceInfo.getTrailing?... ok
Checking: Substring.Raw.stopPos... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.getPos?.match_1... ok
Checking: Lean.SourceInfo.getTailPos?... ok
Checking: Lean.SourceInfo.getTrailingTailPos?... ok
Checking: Std.LawfulLeftIdentity... ok
Checking: Std.LawfulLeftIdentity.mk... ok
Checking: CoeT... ok
Checking: CoeT.mk... ok
Checking: Lean.Name.hasMacroScopes.match_1... ok
Checking: Array.casesOn... ok
Checking: String.decEq.match_3... ok
Checking: UInt8.decEq.match_1... ok
Checking: BitVec.casesOn... ok
Checking: BitVec.decEq.match_1... ok
Checking: instDecidableEqFin.match_1... ok
Checking: Fin.val_eq_of_eq... ok
Checking: instDecidableEqFin._proof_1... ok
Checking: instDecidableEqFin... ok
Checking: BitVec.decEq._proof_1... ok
Checking: BitVec.noConfusionType... ok
Checking: BitVec.noConfusion... ok
Checking: BitVec.decEq._proof_2... ok
Checking: BitVec.decEq... ok
Checking: instDecidableEqBitVec... ok
Checking: UInt8.decEq._proof_1... ok
Checking: UInt8.decEq._proof_2... ok
Checking: UInt8.decEq... ok
Checking: instDecidableEqUInt8... ok
Checking: String.decEq.match_1... ok
Checking: String.decEq._proof_1... ok
Checking: ByteArray.data... ok
Checking: String.decEq._proof_2... ok
Checking: String.decEq... ok
Checking: instDecidableEqString... ok
Checking: Lean.Name.hasMacroScopes... ok
Checking: _private.Init.Prelude.0.Lean.eraseMacroScopesAux.match_1... ok
Checking: _private.Init.Prelude.0.Lean.eraseMacroScopesAux... ok
Checking: Lean.Name.eraseMacroScopes... ok
Checking: Lean.MonadQuotation... ok
Checking: Lean.MonadQuotation.mk... ok
Checking: Lean.MonadQuotation.ctorIdx... ok
Checking: CoeFun... ok
Checking: CoeFun.mk... ok
Checking: CoeFun.ctorIdx... ok
Checking: USize.rec... ok
Checking: USize.casesOn... ok
Checking: USize.decEq.match_1... ok
Checking: Std.IdempotentOp... ok
Checking: Std.IdempotentOp.mk... ok
Checking: Std.IdempotentOp.rec... ok
Checking: Bool.not_not... ok
Checking: USize.toBitVec... ok
Checking: Lean.Grind.CutsatConfig... ok
Checking: Lean.Grind.CutsatConfig.mk... ok
Checking: Lean.Grind.CutsatConfig.rec... ok
Checking: Lean.Grind.CutsatConfig.casesOn... ok
Checking: Lean.Grind.CutsatConfig.noConfusionType... ok
Checking: instCoeHTC... ok
Checking: Subtype.casesOn... ok
Checking: Subtype.noConfusionType... ok
Checking: Subtype.noConfusion... ok
Checking: Subsingleton.allEq... ok
Checking: Subsingleton.elim... ok
Checking: _private.Init.Core.0.instSubsingletonDecidable.match_1... ok
Checking: instSubsingletonDecidable... ok
Checking: ite.congr_simp... ok
Checking: Substring.Raw.startPos... ok
Checking: forall_congr... ok
Checking: Decidable.decide.congr_simp... ok
Checking: _private.Init.Core.0.decide_true.match_1_1... ok
Checking: decide_true... ok
Checking: implies_true... ok
Checking: Nat.instLawfulBEq... ok
Checking: ForIn... ok
Checking: ForIn.mk... ok
Checking: String.Pos.Raw._sizeOf_1... ok
Checking: String.Pos.Raw._sizeOf_inst... ok
Checking: Substring.Raw._sizeOf_1... ok
Checking: Substring.Raw._sizeOf_inst... ok
Checking: Lean.SourceInfo._sizeOf_1... ok
Checking: Lean.SourceInfo._sizeOf_inst... ok
Checking: Lean.Syntax._sizeOf_1... ok
Checking: Lean.Syntax._sizeOf_inst... ok
Checking: Lean.Syntax.ident.sizeOf_spec... ok
Checking: Lean.Meta.Simp.Config.congrConsts... ok
Checking: Std.Commutative... ok
Checking: Std.Commutative.mk... ok
Checking: Std.Commutative.rec... ok
Checking: Bool.or_true... ok
Checking: Lean.Parser.Tactic.DecideConfig... ok
Checking: Lean.Parser.Tactic.DecideConfig.mk... ok
Checking: Lean.Parser.Tactic.DecideConfig.rec... ok
Checking: Lean.Parser.Tactic.DecideConfig.casesOn... ok
Checking: Lean.Parser.Tactic.DecideConfig.noConfusionType... ok
Checking: Lean.Parser.Tactic.DecideConfig.noConfusion... ok
Checking: Lean.Parser.Tactic.suggestions... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_zero.match_1_1... ok
Checking: Nat.mod_zero... ok
Checking: OrElse... ok
Checking: OrElse.mk... ok
Checking: Lean.Parser.Tactic.Grind.allGoals... ok
Checking: MonadStateOf... ok
Checking: MonadStateOf.mk... ok
Checking: Lean.Name.appendCore... ok
Checking: CoeOut... ok
Checking: CoeOut.mk... ok
Checking: Fin.coeToNat... ok
Checking: Array.noConfusionType... ok
Checking: Array.noConfusion... ok
Checking: Array.mk.noConfusion... ok
Checking: Array.mk.injEq... ok
Checking: MonadEval... ok
Checking: MonadEval.mk... ok
Checking: MonadEval.ctorIdx... ok
Checking: Substring.Raw.noConfusionType... ok
Checking: Substring.Raw.noConfusion... ok
Checking: Substring.Raw.mk.noConfusion... ok
Checking: Substring.Raw.mk.inj... ok
Checking: Nat.eq_of_mul_eq_mul_left... ok
Checking: Lean.Syntax.SepArray.noConfusionType... ok
Checking: Lean.Syntax.SepArray.noConfusion... ok
Checking: Function.comp_const... ok
Checking: Thunk.map... ok
Checking: Pi.instInhabited... ok
Checking: CoeTC... ok
Checking: CoeTC.mk... ok
Checking: CoeTC.rec... ok
Checking: CoeTC.casesOn... ok
Checking: CoeTC.noConfusionType... ok
Checking: CoeTC.noConfusion... ok
Checking: SeqLeft.rec... ok
Checking: SeqLeft.casesOn... ok
Checking: SeqLeft.noConfusionType... ok
Checking: SeqLeft.noConfusion... ok
Checking: instInhabitedOption... ok
Checking: Lean.Syntax.getHeadInfo?... ok
Checking: List.cons.inj... ok
Checking: Lean.Meta.TransparencyMode.all.elim... ok
Checking: Lean.Parser.Tactic.change... ok
Checking: Lean.Meta.LiftLetsConfig... ok
Checking: Lean.Meta.LiftLetsConfig.mk... ok
Checking: Lean.Meta.LiftLetsConfig.rec... ok
Checking: Lean.Meta.LiftLetsConfig.casesOn... ok
Checking: Lean.Meta.LiftLetsConfig.noConfusionType... ok
Checking: Array.mkArray2... ok
Checking: of_iff_true... ok
Checking: Append.rec... ok
Checking: Nat.sub_lt_of_lt... ok
Checking: Lean.builtin_command_code_action... ok
Checking: Lean.nullKind... ok
Checking: LT.casesOn... ok
Checking: LT.noConfusionType... ok
Checking: _private.Init.Core.0.decide_false.match_1_1... ok
Checking: decide_false... ok
Checking: decide_not... ok
Checking: toBoolUsing... ok
Checking: _private.Init.Prelude.0.decide_eq_true.match_1_1... ok
Checking: decide_eq_true... ok
Checking: toBoolUsing_eq_true... ok
Checking: imp_congr_left... ok
Checking: mt... ok
Checking: Iff.of_eq... ok
Checking: neq_of_not_iff... ok
Checking: Prod.fst... ok
Checking: Prod.snd... ok
Checking: true_or... ok
Checking: or_true... ok
Checking: _private.Init.WF.0.Prod.lex_def.match_1_1... ok
Checking: Prod.lex_def... ok
Checking: Lean.MacroScopesView.ctx... ok
Checking: Array.mkArray5... ok
Checking: Ne.irrefl... ok
Checking: term∅... ok
Checking: Nat.not_le_eq... ok
Checking: ForInStep.yield.sizeOf_spec... ok
Checking: instDecidableEqChar.match_1... ok
Checking: UInt32.decEq.match_1... ok
Checking: UInt32.decEq._proof_1... ok
Checking: UInt32.noConfusion... ok
Checking: UInt32.decEq._proof_2... ok
Checking: UInt32.decEq... ok
Checking: instDecidableEqUInt32... ok
Checking: _private.Init.Prelude.0.Char.val_eq_of_eq.match_1_1... ok
Checking: Char.val_eq_of_eq... ok
Checking: Char.ne_of_val_ne... ok
Checking: instDecidableEqChar... ok
Checking: instLawfulBEqChar... ok
Checking: iff_true... ok
Checking: id_eq... ok
Checking: PSum.inhabitedLeft... ok
Checking: CoeHead... ok
Checking: CoeHead.mk... ok
Checking: Lean.Parser.Category.structInstFieldDecl... ok
Checking: Nat.modCore.go.congr_simp... ok
Checking: Lean.Meta.DSimp.Config.proj... ok
Checking: Lean.Meta.ExtractLetsConfig.rec... ok
Checking: Lean.Meta.ExtractLetsConfig._sizeOf_1... ok
Checking: Lean.Meta.ExtractLetsConfig._sizeOf_inst... ok
Checking: Lean.Meta.ExtractLetsConfig.mk.sizeOf_spec... ok
Checking: Lean.Parser.Tactic.substVars... ok
Checking: EStateM.instInhabited... ok
Checking: Lean.Syntax.brecOn_2.go... ok
Checking: Lean.Syntax.brecOn_2... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.succ_succ_ne_one.match_1_1... ok
Checking: Nat.succ_succ_ne_one... ok
Checking: Bool.or_false... ok
Checking: Lean.Meta.instInhabitedTransparencyMode.default... ok
Checking: Lean.Meta.instInhabitedTransparencyMode... ok
Checking: One... ok
Checking: One.mk... ok
Checking: One.rec... ok
Checking: One.recOn... ok
Checking: Lean.Macro.State.ctorIdx... ok
Checking: not_congr... ok
Checking: Nat.div_lt_iff_lt_mul... ok
Checking: Nat.div_eq_of_lt_le... ok
Checking: CoeSort... ok
Checking: CoeSort.mk... ok
Checking: CoeSort.rec... ok
Checking: CoeSort.casesOn... ok
Checking: CoeSort.noConfusionType... ok
Checking: CoeT.rec... ok
Checking: CoeT.casesOn... ok
Checking: CoeT.noConfusionType... ok
Checking: Lean.Parser.Tactic.renameI... ok
Checking: DoResultPR.return.noConfusion... ok
Checking: DoResultPR.return.inj... ok
Checking: Std.LawfulIdentity... ok
Checking: Std.LawfulRightIdentity... ok
Checking: Std.LawfulRightIdentity.mk... ok
Checking: Std.LawfulIdentity.mk... ok
Checking: Nat.instLawfulIdentityHAddOfNat... ok
Checking: Lean.Parser.Tactic.Grind.showLocalThms... ok
Checking: Subtype.instBEq... ok
