Getting declarations... 4201 found
(caching disabled)
Checking: EmptyCollection.mk... ok
Checking: Insert... ok
Checking: Insert.mk... ok
Checking: LawfulSingleton... ok
Checking: Insert.insert... ok
Checking: EmptyCollection.emptyCollection... ok
Checking: Singleton.singleton... ok
Checking: LawfulSingleton.mk... ok
Checking: Lean.Grind.Config.rec... ok
Checking: Lean.Grind.Config.casesOn... ok
Checking: _private.Init.Grind.Config.0.Lean.Grind.instBEqConfig.beq.match_1... ok
Checking: Bool.and.match_1... ok
Checking: Bool.and... ok
Checking: BEq.beq... ok
Checking: Decidable.decide... ok
Checking: instBEqOfDecidableEq... ok
Checking: instDecidableEqNat... ok
Checking: Lean.Grind.instBEqConfig.beq... ok
Checking: CoeOTC... ok
Checking: CoeOTC.mk... ok
Checking: CoeOTC.ctorIdx... ok
Checking: Functor.ctorIdx... ok
Checking: HShiftLeft... ok
Checking: HShiftLeft.mk... ok
Checking: DoResultPR... ok
Checking: DoResultPR.pure... ok
Checking: DoResultPR.return... ok
Checking: DoResultPR.rec... ok
Checking: DoResultPR.casesOn... ok
Checking: DoResultPR.noConfusionType... ok
Checking: DoResultPR.noConfusion... ok
Checking: DoResultPR.return.noConfusion... ok
Checking: MonadEval... ok
Checking: MonadEval.mk... ok
Checking: MonadEval.rec... ok
Checking: MonadEval.casesOn... ok
Checking: MonadControlT... ok
Checking: MonadControlT.mk... ok
Checking: instMonadControlTOfPure... ok
Checking: InvImage... ok
Checking: OrElse... ok
Checking: OrElse.mk... ok
Checking: EStateM.orElse... ok
Checking: EStateM.instOrElseOfBacktrackable... ok
Checking: Char.casesOn... ok
Checking: _private.Init.Prelude.0.Char.ext.match_1_1... ok
Checking: Char.ext... ok
Checking: Char.val_ne_of_ne... ok
Checking: UInt64... ok
Checking: UInt64.ofBitVec... ok
Checking: UInt64.size... ok
Checking: BitVec.ofNatLT... ok
Checking: UInt64.ofNatLT... ok
Checking: _private.Init.Prelude.0.of_decide_eq_true.match_1_1... ok
Checking: _private.Init.Prelude.0.ne_true_of_eq_false.match_1_1... ok
Checking: ne_true_of_eq_false... ok
Checking: _private.Init.Prelude.0.decide_eq_false.match_1_1... ok
Checking: decide_eq_false... ok
Checking: of_decide_eq_true... ok
Checking: instInhabitedUInt64._proof_1... ok
Checking: instInhabitedUInt64... ok
Checking: Lean.Parser.Tactic.allGoals... ok
Checking: Lean.SourceInfo.casesOn... ok
Checking: Lean.SourceInfo.ctorIdx... ok
Checking: Lean.SourceInfo.ctorElimType... ok
Checking: Lean.SourceInfo.ctorElim... ok
Checking: Lean.SourceInfo.original.elim... ok
Checking: Lean.SourceInfo.synthetic.elim... ok
Checking: Lean.SourceInfo.none.elim... ok
Checking: Lean.SourceInfo.noConfusionType... ok
Checking: Lean.Parser.Tactic.optConfig... ok
Checking: Lean.Parser.Tactic.discharger... ok
Checking: Lean.Parser.Tactic.dsimpArgs... ok
Checking: Lean.Parser.Tactic.simpAllTraceArgsRest... ok
Checking: Lean.Parser.Tactic.simpAllTrace... ok
Checking: Lean.Grind.Config.canonHeartbeats... ok
Checking: Lean.instInhabitedSyntax... ok
Checking: Lean.instInhabitedTSyntax... ok
Checking: Lean.Parser.Tactic.tacticRefine_lift'_... ok
Checking: not_of_iff_false... ok
Checking: HasSubset.rec... ok
Checking: HasSubset.casesOn... ok
Checking: Thunk... ok
Checking: Thunk.mk... ok
Checking: Thunk.rec... ok
Checking: Thunk.casesOn... ok
Checking: Thunk.noConfusionType... ok
Checking: Thunk.noConfusion... ok
Checking: Thunk.mk.noConfusion... ok
Checking: Thunk.mk.injEq... ok
Checking: LawfulBEq... ok
Checking: ReflBEq... ok
Checking: ReflBEq.mk... ok
Checking: LawfulBEq.mk... ok
Checking: String.casesOn... ok
Checking: Array.casesOn... ok
Checking: String.decEq.match_3... ok
Checking: List.hasDecEq.match_5... ok
Checking: List.hasDecEq._proof_1... ok
Checking: List.noConfusionType... ok
Checking: List.noConfusion... ok
Checking: List.hasDecEq._proof_2... ok
Checking: List.hasDecEq._proof_3... ok
Checking: List.hasDecEq.match_3... ok
Checking: decEq... ok
Checking: List.hasDecEq.match_1... ok
Checking: List.hasDecEq._proof_4... ok
Checking: List.hasDecEq._proof_5... ok
Checking: List.hasDecEq._proof_6... ok
Checking: List.hasDecEq... ok
Checking: instDecidableEqList... ok
Checking: UInt8.casesOn... ok
Checking: UInt8.decEq.match_1... ok
Checking: BitVec.casesOn... ok
Checking: BitVec.decEq.match_1... ok
Checking: instDecidableEqFin.match_1... ok
Checking: _private.Init.Prelude.0.Fin.eq_of_val_eq.match_1_1... ok
Checking: Fin.eq_of_val_eq... ok
Checking: Fin.val_eq_of_eq... ok
Checking: instDecidableEqFin._proof_1... ok
Checking: instDecidableEqFin... ok
Checking: BitVec.decEq._proof_1... ok
Checking: BitVec.noConfusionType... ok
Checking: BitVec.noConfusion... ok
Checking: BitVec.decEq._proof_2... ok
Checking: BitVec.decEq... ok
Checking: instDecidableEqBitVec... ok
Checking: UInt8.decEq._proof_1... ok
Checking: UInt8.noConfusionType... ok
Checking: UInt8.noConfusion... ok
Checking: UInt8.decEq._proof_2... ok
Checking: UInt8.decEq... ok
Checking: instDecidableEqUInt8... ok
Checking: String.decEq.match_1... ok
Checking: String.decEq._proof_1... ok
Checking: ByteArray.data... ok
Checking: String.decEq._proof_2... ok
Checking: String.decEq... ok
Checking: instDecidableEqString... ok
Checking: inferInstance... ok
Checking: _private.Init.Prelude.0.of_decide_eq_self_eq_true.match_1_1... ok
Checking: of_decide_eq_self_eq_true... ok
Checking: instLawfulBEq... ok
Checking: instLawfulBEqString... ok
Checking: Append... ok
Checking: Append.mk... ok
Checking: HAppend... ok
Checking: HAppend.mk... ok
Checking: Append.append... ok
Checking: instHAppendOfAppend... ok
Checking: HShiftRight... ok
Checking: HShiftRight.mk... ok
Checking: HShiftRight.rec... ok
Checking: EStateM.bind.match_1... ok
Checking: EStateM.map... ok
Checking: Function.comp... ok
Checking: Function.const... ok
Checking: EStateM.pure... ok
Checking: EStateM.bind... ok
Checking: EStateM.seqRight... ok
Checking: EStateM.instMonad... ok
Checking: HEq.elim... ok
Checking: term_∘_... ok
Checking: Membership... ok
Checking: Membership.mk... ok
Checking: Membership.rec... ok
Checking: Membership.casesOn... ok
Checking: Membership.noConfusionType... ok
Checking: Bool.ctorElimType... ok
Checking: Bool.ctorElim... ok
Checking: Bool.false.elim... ok
Checking: BitVec.ofFin.noConfusion... ok
Checking: BitVec.ofFin.inj... ok
Checking: MonadFunctor... ok
Checking: MonadFunctor.mk... ok
Checking: MonadFunctor.rec... ok
Checking: ForM... ok
Checking: ForM.mk... ok
Checking: ForM.rec... ok
Checking: Lean.interpolatedStrLitKind... ok
Checking: HAppend.ctorIdx... ok
Checking: OrOp.recOn... ok
Checking: Lean.Syntax.rec_2... ok
Checking: Lean.Syntax.rec_1... ok
Checking: Lean.Syntax.rec... ok
Checking: Lean.Syntax.below... ok
Checking: emptyRelation... ok
Checking: Lean.Parser.Tactic.mstartMacro... ok
Checking: Option.Rel... ok
Checking: Option.Rel.some... ok
Checking: Option.Rel.none... ok
Checking: Option.Rel.rec... ok
Checking: HDiv.ctorIdx... ok
Checking: MonadFunctorT... ok
Checking: MonadFunctorT.mk... ok
Checking: MonadFunctorT.rec... ok
Checking: MonadFunctorT.casesOn... ok
Checking: MonadFunctorT.noConfusionType... ok
Checking: MonadFunctorT.noConfusion... ok
Checking: MonadFunctorT.mk.noConfusion... ok
Checking: Std.Identity.recOn... ok
Checking: MonadWithReader... ok
Checking: MonadWithReader.mk... ok
Checking: Std.LawfulIdentity... ok
Checking: Std.LawfulLeftIdentity... ok
Checking: Std.LawfulLeftIdentity.mk... ok
Checking: Std.LawfulRightIdentity... ok
Checking: Std.RightIdentity... ok
Checking: Std.RightIdentity.mk... ok
Checking: Std.LawfulRightIdentity.mk... ok
Checking: Std.LawfulIdentity.mk... ok
Checking: Std.LawfulIdentity.toLawfulLeftIdentity... ok
Checking: instDecidableIff._proof_1... ok
Checking: instDecidableIff._proof_2... ok
Checking: Iff.mpr... ok
Checking: instDecidableIff._proof_3... ok
Checking: instDecidableIff._proof_4... ok
Checking: instDecidableIff... ok
Checking: Pow.rec... ok
Checking: SeqLeft.ctorIdx... ok
Checking: Lean.Syntax.TSepArray.casesOn... ok
Checking: Lean.Syntax.TSepArray.noConfusionType... ok
Checking: Lean.Syntax.TSepArray.noConfusion... ok
Checking: Lean.Syntax.TSepArray.mk.noConfusion... ok
Checking: ForM.casesOn... ok
Checking: Lean.Parser.Tactic.focus... ok
Checking: DoResultPRBC._sizeOf_1... ok
Checking: DoResultPRBC._sizeOf_inst... ok
Checking: DoResultPRBC.continue.sizeOf_spec... ok
Checking: Zero... ok
Checking: Zero.mk... ok
Checking: Lean.Parser.Syntax.exact?... ok
Checking: CoeHTCT... ok
Checking: CoeHTCT.mk... ok
Checking: CoeHTCT.rec... ok
Checking: CoeHTCT.casesOn... ok
Checking: CoeHTCT.noConfusionType... ok
Checking: CoeHTCT.noConfusion... ok
Checking: CoeHTCT.mk.noConfusion... ok
Checking: Complement... ok
Checking: Complement.mk... ok
Checking: Complement.rec... ok
Checking: Complement.recOn... ok
Checking: HomogeneousPow... ok
Checking: HomogeneousPow.mk... ok
Checking: Function.const_comp... ok
Checking: Lean.MonadRef.rec... ok
Checking: Lean.MonadRef.casesOn... ok
Checking: Lean.Macro.Context... ok
Checking: NonemptyType... ok
Checking: NonemptyType.type... ok
Checking: instInhabitedNonemptyType... ok
Checking: Lean.Macro.MethodsRefPointed... ok
Checking: Lean.Macro.MethodsRef... ok
Checking: Lean.Macro.Context.mk... ok
Checking: Lean.Macro.Context.maxRecDepth... ok
Checking: optParam_eq... ok
Checking: Coe... ok
Checking: Coe.mk... ok
Checking: Coe.rec... ok
Checking: Coe.casesOn... ok
Checking: Coe.noConfusionType... ok
Checking: Coe.noConfusion... ok
Checking: Coe.mk.noConfusion... ok
Checking: Sep... ok
Checking: Sep.mk... ok
Checking: Sep.rec... ok
Checking: Sep.casesOn... ok
Checking: Subtype.rec... ok
Checking: Subtype.casesOn... ok
Checking: Subtype.instDecidableEq.match_1... ok
Checking: Subtype.instDecidableEq._proof_3... ok
Checking: Subtype.noConfusionType... ok
Checking: Subtype.noConfusion... ok
Checking: Subtype.instDecidableEq._proof_1... ok
Checking: Subtype.instDecidableEq... ok
Checking: _private.Init.Prelude.0.ne_false_of_eq_true.match_1_1... ok
Checking: ne_false_of_eq_true... ok
Checking: Lean.Parser.Tactic.locationWildcard... ok
Checking: Lean.Parser.Tactic.locationType... ok
Checking: Lean.Parser.Tactic.locationHyp... ok
Checking: Lean.Parser.Tactic.location... ok
Checking: Lean.Parser.Tactic.dsimpTraceArgsRest... ok
Checking: Lean.Parser.Tactic.dsimpTrace... ok
Checking: HPow.rec... ok
Checking: HPow.recOn... ok
Checking: Lean.Parser.Tactic.Grind.grind_filterGen<_... ok
Checking: Lean.Name.appendCore.match_1... ok
Checking: PUnit.rec... ok
Checking: PUnit.recOn... ok
Checking: EStateM.Result.noConfusionType... ok
Checking: EStateM.Result.noConfusion... ok
Checking: EStateM.Result.error.noConfusion... ok
Checking: EStateM.Result.error.injEq... ok
Checking: MonadWithReaderOf... ok
Checking: MonadWithReaderOf.mk... ok
Checking: MonadWithReaderOf.ctorIdx... ok
Checking: term_=<<_... ok
Checking: Lean.Parser.Tactic.tacticTrivial... ok
Checking: Empty... ok
Checking: Empty.rec... ok
Checking: Empty.elim... ok
Checking: instSubsingletonEmpty... ok
Checking: coeFunNotation... ok
Checking: Lean.PrettyPrinter.UnexpandM... ok
Checking: Empty.casesOn... ok
Checking: CoeOTC.rec... ok
Checking: CoeOTC.casesOn... ok
Checking: CoeOTC.noConfusionType... ok
Checking: CoeOTC.noConfusion... ok
Checking: CoeOTC.mk.noConfusion... ok
Checking: Task... ok
Checking: Task.pure... ok
Checking: Task.rec... ok
Checking: Task.casesOn... ok
Checking: Task.noConfusionType... ok
Checking: Fin.recOn... ok
Checking: HAnd.rec... ok
Checking: HAnd.casesOn... ok
Checking: HAnd.noConfusionType... ok
Checking: term_^^^_... ok
Checking: Lean.binderIdent... ok
Checking: Lean.Parser.Tactic.elimTarget... ok
Checking: Lean.Parser.Tactic.inductionAlt... ok
Checking: Lean.Parser.Tactic.inductionAlts... ok
Checking: Lean.Parser.Tactic.cases... ok
Checking: Thunk.fn... ok
Checking: Thunk.get... ok
Checking: ShiftRight... ok
Checking: ShiftRight.mk... ok
Checking: ShiftRight.ctorIdx... ok
Checking: Alternative... ok
Checking: Alternative.mk... ok
Checking: Alternative.rec... ok
Checking: Alternative.recOn... ok
Checking: Ne... ok
Checking: Ne.elim... ok
Checking: CoeDep... ok
Checking: CoeDep.mk... ok
Checking: CoeDep.rec... ok
Checking: CoeDep.casesOn... ok
Checking: CoeDep.noConfusionType... ok
Checking: CoeDep.noConfusion... ok
Checking: Lean.ParserDescr.rec... ok
Checking: Lean.ParserDescr.casesOn... ok
Checking: Lean.ParserDescr.ctorIdx... ok
Checking: Lean.ParserDescr.ctorElimType... ok
Checking: Lean.ParserDescr.ctorElim... ok
Checking: Lean.ParserDescr.const.elim... ok
Checking: Lean.ParserDescr.unary.elim... ok
Checking: Lean.ParserDescr.binary.elim... ok
Checking: Lean.ParserDescr.node.elim... ok
Checking: Lean.ParserDescr.trailingNode.elim... ok
Checking: Lean.ParserDescr.symbol.elim... ok
Checking: Lean.ParserDescr.nonReservedSymbol.elim... ok
Checking: Lean.ParserDescr.cat.elim... ok
Checking: Lean.ParserDescr.parser.elim... ok
Checking: Lean.ParserDescr.nodeWithAntiquot.elim... ok
Checking: Lean.ParserDescr.sepBy.elim... ok
Checking: Lean.ParserDescr.sepBy1.elim... ok
Checking: Lean.ParserDescr.unicodeSymbol.elim... ok
Checking: Lean.ParserDescr.noConfusionType... ok
Checking: Lean.ParserDescr.noConfusion... ok
Checking: Lean.ParserDescr.unary.noConfusion... ok
Checking: Lean.Parser.Tactic.rewrites_forbidden... ok
Checking: HasEquiv.Equiv... ok
Checking: instHasEquivOfSetoid... ok
Checking: Quot.sound... ok
Checking: Quotient.sound... ok
Checking: Eq.ndrecOn... ok
Checking: PSigma.fst... ok
Checking: <anonymous>... ok
Checking: Quot.indep... ok
Checking: PSigma.eta... ok
Checking: Quot.indepCoherent... ok
Checking: Quot.liftIndepPr1... ok
Checking: PSigma.snd... ok
Checking: Quot.rec... ok
Checking: Quot.recOn... ok
Checking: Quotient.recOn... ok
Checking: stx!_... ok
Checking: DoResultPR.pure.noConfusion... ok
Checking: DoResultPR.pure.injEq... ok
Checking: Iff.trans... ok
Checking: Lean.runElab... ok
Checking: NatPow.rec... ok
Checking: Option.all... ok
Checking: Lean.Parser.Tactic.traceMessage... ok
Checking: Option.bind.match_1... ok
Checking: Pow.casesOn... ok
Checking: MonadState... ok
Checking: MonadState.mk... ok
Checking: MonadState.rec... ok
Checking: MonadState.recOn... ok
Checking: Insert.rec... ok
Checking: Insert.recOn... ok
Checking: UInt16... ok
Checking: UInt16.ofBitVec... ok
Checking: UInt16.rec... ok
Checking: UInt16.casesOn... ok
Checking: UInt16.noConfusionType... ok
Checking: UInt16.noConfusion... ok
Checking: UInt16.ofBitVec.noConfusion... ok
Checking: UInt16.ofBitVec.injEq... ok
Checking: CoeDep.ctorIdx... ok
Checking: Max.rec... ok
Checking: Max.casesOn... ok
Checking: Max.noConfusionType... ok
Checking: Lean.Macro.Methods... ok
Checking: Lean.Macro.Exception... ok
Checking: Lean.Macro.Exception.error... ok
Checking: Lean.Macro.Exception.unsupportedSyntax... ok
Checking: Lean.Macro.State... ok
Checking: _private.Init.Prelude.0.Lean.Macro.State.mk... ok
Checking: Lean.MacroM... ok
Checking: Lean.Macro.Methods.mk... ok
Checking: Lean.Macro.Methods.expandMacro?... ok
Checking: Min... ok
Checking: Min.mk... ok
Checking: Min.min... ok
Checking: DecidableRel... ok
Checking: minOfLe... ok
Checking: instMinNat... ok
Checking: Array.appendCore.loop.match_1... ok
Checking: Nat.ctorIdx... ok
Checking: List.get.match_1... ok
Checking: List.get._proof_1... ok
Checking: List.get... ok
Checking: Array.getInternal... ok
Checking: Array.extract.loop... ok
Checking: Array.extract... ok
Checking: Lean.Parser.Tactic.decide... ok
Checking: ShiftLeft... ok
Checking: ShiftLeft.mk... ok
Checking: ShiftLeft.rec... ok
Checking: ShiftLeft.recOn... ok
Checking: Lean.Macro.Methods.rec... ok
Checking: Lean.Macro.Methods.casesOn... ok
Checking: Lean.Grind.Config.splits... ok
Checking: Lean.Parser.Tactic.tacticRfl'... ok
Checking: Quot.liftOn... ok
Checking: funext... ok
Checking: Eq.trans... ok
Checking: apply_eqRec... ok
Checking: Quot.pliftOn._proof_1... ok
Checking: Quot.pliftOn._proof_2... ok
Checking: Quot.pliftOn... ok
Checking: Quotient.pliftOn... ok
Checking: SDiff... ok
Checking: SDiff.mk... ok
Checking: SDiff.rec... ok
Checking: Lean.Grind.Config.ematch... ok
Checking: Lean.Name.below... ok
Checking: Lean.Name.brecOn.go... ok
Checking: Lean.Name.brecOn... ok
Checking: Lean.Name.sizeOf... ok
Checking: Lean.instSizeOfName... ok
Checking: Lean.Name.str.sizeOf_spec... ok
Checking: Lean.Grind.CutsatConfig... ok
Checking: Lean.Grind.CutsatConfig.mk... ok
Checking: Lean.Grind.CutsatConfig.toNoopConfig... ok
Checking: Lean.Parser.Tactic.Grind.grindStep... ok
Checking: Lean.Parser.Tactic.Grind.grindSeqBracketed... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq1Indented... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq... ok
Checking: Lean.Parser.Tactic.Grind.focus... ok
Checking: HSMul... ok
Checking: HSMul.mk... ok
Checking: HSMul.hSMul... ok
Checking: term_⊂_... ok
Checking: Lean.Parser.Category... ok
Checking: Lean.Parser.Category.mk... ok
Checking: Lean.Parser.Category.stx... ok
Checking: Lean.Parser.Tactic.apply?... ok
Checking: Lean.Grind.CutsatConfig.rec... ok
Checking: Lean.Grind.CutsatConfig.casesOn... ok
Checking: Lean.Grind.CutsatConfig.noConfusionType... ok
Checking: Lean.Grind.CutsatConfig.noConfusion... ok
Checking: Lean.Grind.CutsatConfig.mk.noConfusion... ok
Checking: Lean.Grind.CutsatConfig.mk.inj... ok
Checking: HShiftLeft.rec... ok
Checking: HShiftLeft.casesOn... ok
Checking: HShiftLeft.noConfusionType... ok
Checking: ForInStep._sizeOf_1... ok
Checking: ForInStep._sizeOf_inst... ok
Checking: ForInStep.done.sizeOf_spec... ok
Checking: HAppend.hAppend... ok
Checking: Lean.Parser.Tactic.changeWith... ok
Checking: LT.rec... ok
Checking: LT.recOn... ok
Checking: Lean.Name.ctorIdx... ok
Checking: Lean.Name.ctorElimType... ok
Checking: Lean.Name.ctorElim... ok
Checking: Lean.Name.anonymous.elim... ok
Checking: Lean.Name.str.elim... ok
Checking: Lean.Name.num.elim... ok
Checking: Lean.Name.noConfusionType... ok
Checking: instDecidableEqProd.match_1... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.getPos?.match_1... ok
Checking: Lean.SourceInfo.getPos?... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.loop.match_1... ok
Checking: instInhabitedOption... ok
Checking: Lean.Syntax.getHeadInfo?... ok
Checking: Lean.Syntax.getHeadInfo... ok
Checking: Lean.Syntax.getPos?... ok
Checking: Lean.Parser.Tactic.Grind.grind_ref.quot... ok
Checking: Classical.choice... ok
Checking: Classical.ofNonempty._proof_1... ok
Checking: Classical.ofNonempty... ok
Checking: Pi.instNonempty... ok
Checking: imp_congr_right... ok
Checking: Lean.Grind.Config.min... ok
Checking: HEq.ndrec... ok
Checking: Lean.Parser.Tactic.mintroMacro... ok
Checking: Lean.TSyntax.noConfusionType... ok
Checking: Lean.TSyntax.noConfusion... ok
Checking: Lean.Parser.Category.attr... ok
Checking: Lean.ParserDescr._sizeOf_1... ok
Checking: Lean.ParserDescr._sizeOf_inst... ok
Checking: Lean.ParserDescr.nonReservedSymbol.sizeOf_spec... ok
Checking: Sub.rec... ok
Checking: Sub.recOn... ok
Checking: Lean.modCast... ok
Checking: ForInStep.ctorIdx... ok
Checking: Option.get... ok
Checking: Option.get.congr_simp... ok
Checking: DoResultBC... ok
Checking: DoResultBC.break... ok
Checking: DoResultBC.continue... ok
Checking: DoResultBC.rec... ok
Checking: DoResultBC.casesOn... ok
Checking: DoResultBC.noConfusionType... ok
Checking: DoResultBC.noConfusion... ok
Checking: DoResultBC.break.noConfusion... ok
Checking: DoResultBC.break.injEq... ok
Checking: MonadState.modifyGet... ok
Checking: modify... ok
Checking: Or.symm... ok
Checking: Or.comm... ok
Checking: or_comm... ok
Checking: Std.instCommutativeOr... ok
Checking: PUnit._sizeOf_1... ok
Checking: PUnit._sizeOf_inst... ok
Checking: PUnit.unit.sizeOf_spec... ok
Checking: NonScalar... ok
Checking: NonScalar.mk... ok
Checking: NonScalar.rec... ok
Checking: Inv... ok
Checking: Inv.mk... ok
Checking: Inv.rec... ok
Checking: Lean.Parser.Tactic.simpStar... ok
Checking: Lean.Parser.Tactic.simpArg... ok
Checking: Lean.Parser.Tactic.simpArgs... ok
Checking: Lean.Parser.Tactic.simpaArgsRest... ok
Checking: Lean.Parser.Tactic.tacticSimpa?!_... ok
Checking: Lean.Parser.Tactic.tacticAdmit... ok
Checking: Neg.rec... ok
Checking: Neg.casesOn... ok
Checking: Neg.noConfusionType... ok
Checking: prec(_)... ok
Checking: Lean.Parser.Tactic.tacticStop_... ok
Checking: Option._sizeOf_1... ok
Checking: Option._sizeOf_inst... ok
Checking: Option.none.sizeOf_spec... ok
Checking: true_eq_false_of_false... ok
Checking: instDecidableAnd.match_1... ok
Checking: And.right... ok
Checking: instDecidableAnd._proof_1... ok
Checking: And.left... ok
Checking: instDecidableAnd._proof_2... ok
Checking: instDecidableAnd... ok
Checking: Std.Symm... ok
Checking: Std.Symm.mk... ok
Checking: Exists... ok
Checking: Exists.intro... ok
Checking: Exists.rec... ok
Checking: Exists.casesOn... ok
Checking: Thunk.bind... ok
Checking: MonadControl... ok
Checking: MonadControl.mk... ok
Checking: MonadControlT.stM... ok
Checking: MonadControl.stM... ok
Checking: MonadControl.liftWith... ok
Checking: MonadControlT.liftWith... ok
Checking: MonadControl.restoreM... ok
Checking: MonadControlT.restoreM... ok
Checking: instMonadControlTOfMonadControl... ok
Checking: decidable_of_decidable_of_iff._proof_1... ok
Checking: decidable_of_decidable_of_iff... ok
Checking: HMod.rec... ok
Checking: HMod.casesOn... ok
Checking: HMod.noConfusionType... ok
Checking: HMod.noConfusion... ok
Checking: MonadWithReader.rec... ok
Checking: MonadWithReader.recOn... ok
Checking: Lean.Syntax.casesOn... ok
Checking: Lean.Syntax.ctorIdx... ok
Checking: Lean.Syntax.ctorElimType... ok
Checking: Lean.Syntax.ctorElim... ok
Checking: Lean.Syntax.missing.elim... ok
Checking: Lean.Syntax.node.elim... ok
Checking: Lean.Syntax.atom.elim... ok
Checking: Lean.Syntax.ident.elim... ok
Checking: Lean.Syntax.noConfusionType... ok
Checking: Lean.Name.mkSimple... ok
Checking: Lean.Parser.Tactic.withReducible... ok
Checking: SDiff.casesOn... ok
Checking: Lean.trustCompiler... ok
Checking: Lean.reduceNat... ok
Checking: stx_?... ok
Checking: ForInStep.value.match_1... ok
Checking: ForInStep.value... ok
Checking: ForInStep.value_yield... ok
Checking: Lean.Parser.Tactic.eqRefl... ok
Checking: HMul.recOn... ok
Checking: UInt32.rec... ok
Checking: UInt32.casesOn... ok
Checking: UInt32.decEq.match_1... ok
Checking: Lean.MacroScopesView... ok
Checking: Lean.MacroScopesView.mk... ok
Checking: Lean.MacroScopesView.rec... ok
Checking: Lean.MacroScopesView.casesOn... ok
Checking: Lean.MacroScopesView.noConfusionType... ok
Checking: Lean.MacroScopesView.noConfusion... ok
Checking: Lean.Parser.Tactic.revert... ok
Checking: Applicative.rec... ok
Checking: Applicative.casesOn... ok
Checking: Applicative.noConfusionType... ok
Checking: Std.Associative... ok
Checking: Std.Associative.mk... ok
Checking: Std.Associative.rec... ok
Checking: NonScalar.casesOn... ok
Checking: Decidable.noConfusionType... ok
Checking: Decidable.noConfusion... ok
Checking: term_⊃_... ok
Checking: Lean.Parser.Tactic.split... ok
Checking: HDiv.rec... ok
Checking: HDiv.recOn... ok
Checking: Lean.hexnumKind... ok
Checking: Quotient.lift... ok
Checking: Equivalence.refl... ok
Checking: Setoid.iseqv... ok
Checking: Setoid.refl... ok
Checking: Quotient.lift₂._proof_1... ok
Checking: Quotient.lift₂._proof_2... ok
Checking: Quotient.lift₂... ok
Checking: Char.noConfusionType... ok
Checking: Char.noConfusion... ok
Checking: HOr... ok
Checking: HOr.mk... ok
Checking: Add.rec... ok
Checking: Add.casesOn... ok
Checking: Lean.Parser.Tactic.skip... ok
Checking: CoeFun... ok
Checking: CoeFun.mk... ok
Checking: CoeFun.rec... ok
Checking: CoeFun.casesOn... ok
Checking: CoeFun.noConfusionType... ok
Checking: CoeFun.noConfusion... ok
Checking: AndThen... ok
Checking: AndThen.mk... ok
Checking: AndThen.rec... ok
Checking: AndThen.casesOn... ok
Checking: AndThen.noConfusionType... ok
Checking: instInhabitedBool.default... ok
Checking: instInhabitedBool... ok
Checking: Lean.Grind.instInhabitedConfig.default... ok
Checking: Lean.Grind.instInhabitedConfig... ok
Checking: Option.instDecidableEq.decEq.match_1... ok
Checking: Option.instDecidableEq.decEq._proof_1... ok
Checking: Option.ctorIdx... ok
Checking: Option.instDecidableEq.decEq._proof_3... ok
Checking: Option.instDecidableEq.decEq._proof_4... ok
Checking: Option.instDecidableEq.decEq._proof_2... ok
Checking: Option.noConfusionType... ok
Checking: Option.noConfusion... ok
Checking: Option.some.noConfusion... ok
Checking: Option.instDecidableEq.decEq._proof_5... ok
Checking: Option.instDecidableEq.decEq... ok
Checking: CoeTC... ok
Checking: CoeTC.mk... ok
Checking: Coe.coe... ok
Checking: instCoeTCOfCoe_1... ok
Checking: DoResultPRBC.casesOn... ok
Checking: DoResultPRBC.ctorIdx... ok
Checking: DoResultPRBC.ctorElimType... ok
Checking: DoResultPRBC.ctorElim... ok
Checking: DoResultPRBC.continue.elim... ok
Checking: iff_iff_implies_and_implies... ok
Checking: iff_def... ok
Checking: _private.Init.Core.0.And.symm.match_1_1... ok
Checking: And.symm... ok
Checking: And.comm... ok
Checking: iff_def'... ok
Checking: ReflBEq.rfl... ok
Checking: BEq.rfl... ok
Checking: BEq.refl... ok
Checking: Option.bind... ok
Checking: Option.bind_none... ok
Checking: Option.none_bind... ok
Checking: USize.decEq.match_1... ok
Checking: USize.decEq._proof_1... ok
Checking: USize.noConfusion... ok
Checking: USize.decEq._proof_2... ok
Checking: USize.decEq... ok
Checking: PSigma._sizeOf_1... ok
Checking: PSigma._sizeOf_inst... ok
Checking: PSigma.mk.sizeOf_spec... ok
Checking: Std.LawfulRightIdentity.rec... ok
Checking: Std.LawfulRightIdentity.casesOn... ok
Checking: Mul.rec... ok
Checking: Mul.casesOn... ok
Checking: Mul.noConfusionType... ok
Checking: Lean.Grind.Config.gen... ok
Checking: Div.rec... ok
Checking: Div.recOn... ok
Checking: Option.merge.match_1... ok
Checking: Option.merge... ok
Checking: String.noConfusionType... ok
Checking: String.noConfusion... ok
Checking: String.ofByteArray.noConfusion... ok
Checking: String.ofByteArray.inj... ok
Checking: Lean.Syntax.below_1... ok
Checking: Lean.Syntax.below_2... ok
Checking: Lean.Syntax.brecOn_1.go... ok
Checking: Lean.Syntax.brecOn_1... ok
Checking: Lean.Parser.Tactic.DecideConfig... ok
Checking: Lean.Parser.Tactic.DecideConfig.mk... ok
