Getting declarations... 7175 found
(caching disabled)
Checking: of_decide_eq_self_eq_true... ok
Checking: instLawfulBEq... ok
Checking: Array.drop... ok
Checking: Array.drop_eq_extract... ok
Checking: Lean.Parser.Tactic.decide... ok
Checking: ShiftLeft... ok
Checking: ShiftLeft.mk... ok
Checking: ShiftLeft.rec... ok
Checking: ShiftLeft.recOn... ok
Checking: Lean.Macro.Methods... ok
Checking: Lean.Macro.Exception... ok
Checking: Lean.Macro.Exception.error... ok
Checking: Lean.Macro.Exception.unsupportedSyntax... ok
Checking: Lean.Macro.State... ok
Checking: _private.Init.Prelude.0.Lean.Macro.State.mk... ok
Checking: Lean.MacroM... ok
Checking: Lean.Macro.Methods.mk... ok
Checking: Lean.Macro.Methods.rec... ok
Checking: Lean.Macro.Methods.casesOn... ok
Checking: Lean.Grind.Config.splits... ok
Checking: List.mapTR.loop.match_1... ok
Checking: List.mapTR.loop... ok
Checking: List.mapTR.loop.eq_1... ok
Checking: Lean.Parser.Tactic.tacticRfl'... ok
Checking: MonadExcept... ok
Checking: MonadExcept.mk... ok
Checking: MonadExcept.tryCatch... ok
Checking: observing... ok
Checking: Lean.Meta.Simp.ConfigCtx... ok
Checking: Lean.Meta.Simp.ConfigCtx.mk... ok
Checking: Lean.Meta.Simp.ConfigCtx.rec... ok
Checking: Lean.Meta.Simp.ConfigCtx.casesOn... ok
Checking: Lean.Meta.Simp.ConfigCtx.noConfusionType... ok
Checking: NatCast... ok
Checking: NatCast.mk... ok
Checking: NatCast.rec... ok
Checking: NatCast.casesOn... ok
Checking: NatCast.noConfusionType... ok
Checking: NatCast.noConfusion... ok
Checking: NatCast.mk.noConfusion... ok
Checking: List.all... ok
Checking: DoResultSBC... ok
Checking: DoResultSBC.pureReturn... ok
Checking: DoResultSBC.break... ok
Checking: DoResultSBC.continue... ok
Checking: DoResultSBC.rec... ok
Checking: DoResultSBC.casesOn... ok
Checking: DoResultSBC.ctorIdx... ok
Checking: DoResultSBC.ctorElimType... ok
Checking: DoResultSBC.ctorElim... ok
Checking: DoResultSBC.pureReturn.elim... ok
Checking: DoResultSBC.break.elim... ok
Checking: DoResultSBC.continue.elim... ok
Checking: DoResultSBC.noConfusionType... ok
Checking: DoResultSBC.noConfusion... ok
Checking: DoResultSBC.break.noConfusion... ok
Checking: Setoid... ok
Checking: Equivalence... ok
Checking: Equivalence.mk... ok
Checking: Setoid.mk... ok
Checking: <anonymous>... ok
Checking: Setoid.r... ok
Checking: Quotient... ok
Checking: <anonymous>... ok
Checking: Quotient.mk... ok
Checking: HasEquiv.Equiv... ok
Checking: instHasEquivOfSetoid... ok
Checking: Quot.sound... ok
Checking: Eq.ndrecOn... ok
Checking: PSigma.fst... ok
Checking: <anonymous>... ok
Checking: Quot.indep... ok
Checking: PSigma.eta... ok
Checking: Quot.indepCoherent... ok
Checking: <anonymous>... ok
Checking: Quot.liftIndepPr1... ok
Checking: PSigma.snd... ok
Checking: Quot.rec... ok
Checking: Quot.liftOn... ok
Checking: funext... ok
Checking: apply_eqRec... ok
Checking: Quot.pliftOn._proof_1... ok
Checking: Quot.pliftOn._proof_2... ok
Checking: Quot.pliftOn... ok
Checking: Quotient.pliftOn... ok
Checking: Thunk.rec... ok
Checking: Thunk.casesOn... ok
Checking: Thunk.noConfusionType... ok
Checking: Thunk.noConfusion... ok
Checking: Lean.Grind.Config.ematch... ok
Checking: Std.ToFormat... ok
Checking: Std.ToFormat.mk... ok
Checking: _private.Init.Data.Format.Basic.0.Std.Format.joinSuffix.match_1... ok
Checking: List.foldl.match_1... ok
Checking: List.foldl... ok
Checking: HAppend.hAppend... ok
Checking: Std.Format.instAppend... ok
Checking: Std.ToFormat.format... ok
Checking: Std.Format.joinSuffix... ok
Checking: term_⊂_... ok
Checking: Lean.Parser.Category... ok
Checking: Lean.Parser.Category.mk... ok
Checking: Lean.Parser.Category.stx... ok
Checking: Lean.Parser.Tactic.apply?... ok
Checking: HShiftLeft... ok
Checking: HShiftLeft.mk... ok
Checking: HShiftLeft.rec... ok
Checking: HShiftLeft.casesOn... ok
Checking: HShiftLeft.noConfusionType... ok
Checking: Fin.add.match_1... ok
Checking: _private.Init.Data.Nat.Bitwise.Basic.0.Nat.bitwise._unary._proof_1... TIMEOUT
Checking: inferInstance... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.div_lt_self.match_1_1... ok
Checking: Nat.strongRecOn... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.div_le_self.match_1_1... ok
Checking: Nat.succ_le_of_lt... ok
Checking: Nat.div_le_self... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.add_le_of_le_sub.match_1_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_ne_zero_of_lt.match_1_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_ne_zero_of_lt._simp_1_3... ok
Checking: Nat.sub_ne_zero_of_lt... ok
Checking: Nat.succ_pred... ok
Checking: Nat.add_sub_of_le... ok
Checking: Nat.sub_add_cancel... ok
Checking: Nat.eq_add_of_sub_eq... ok
Checking: Nat.add_left_comm... ok
Checking: Nat.add_le_of_le_sub... ok
Checking: Nat.lt_of_succ_le... ok
Checking: Nat.add_lt_add_left... ok
Checking: Nat.div_lt_self... ok
Checking: Nat.bitwise_rec_lemma... ok
Checking: _private.Init.Data.Nat.Bitwise.Basic.0.Nat.bitwise._unary._proof_2... ok
Checking: Nat.bitwise._unary... ok
Checking: Nat.bitwise... ok
Checking: Nat.lor... ok
Checking: _private.Init.Data.Fin.Basic.0.Fin.mlt.match_1_1... ok
Checking: _private.Init.Data.Fin.Basic.0.Fin.mlt... ok
Checking: Fin.lor._proof_1... ok
Checking: Fin.lor... ok
Checking: ForInStep._sizeOf_1... ok
Checking: ForInStep._sizeOf_inst... ok
Checking: ForInStep.done.sizeOf_spec... ok
Checking: Lean.Parser.Tactic.changeWith... ok
Checking: List.append.eq_1... ok
Checking: Lean.Name.ctorIdx... ok
Checking: Lean.Name.ctorElimType... ok
Checking: Lean.Name.ctorElim... ok
Checking: Lean.Name.anonymous.elim... ok
Checking: Lean.Name.str.elim... ok
Checking: Lean.Name.num.elim... ok
Checking: Lean.Name.noConfusionType... ok
Checking: instInhabitedNat... ok
Checking: String.Internal.length... ok
Checking: Array.setIfInBounds... ok
Checking: Lean.Parser.Tactic.Grind.grind_ref.quot... ok
Checking: Lean.Meta.DSimp.Config.ctorIdx... ok
Checking: Nat.sub_le_add_right_sub... ok
Checking: Lean.Grind.Config.min... ok
Checking: StateT.run... ok
Checking: HEq.ndrec... ok
Checking: Lean.TSyntax.rec... ok
Checking: Lean.TSyntax.casesOn... ok
Checking: Lean.TSyntax.noConfusionType... ok
Checking: Lean.TSyntax.noConfusion... ok
Checking: ByteArray.data... ok
Checking: List.toByteArray.eq_1... ok
Checking: List.instAppend... ok
Checking: List.brecOn.eq... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.splitter... ok
Checking: List.toByteArray.loop.eq_def... ok
Checking: heq_of_eq... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.congr_eq_1... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.congr_eq_2... ok
Checking: List.toByteArray.loop.induct_unfolding... FAIL
Checking: List.append_nil... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toList_data_toByteArray.match_1_1... ok
Checking: List.concat_eq_append... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toList_data_toByteArray.toList_push... ok
Checking: List.append_assoc... ok
Checking: List.toList_data_toByteArray... ok
Checking: List.intersperse... ok
Checking: List.intersperse_nil... ok
Checking: Lean.Parser.Category.attr... ok
Checking: Lean.ParserDescr.rec... ok
Checking: Lean.Name.below... ok
Checking: Lean.Name.brecOn.go... ok
Checking: Lean.Name.brecOn... ok
Checking: String.rec... ok
Checking: List._sizeOf_1... ok
Checking: List._sizeOf_inst... ok
Checking: Array._sizeOf_1... ok
Checking: Array._sizeOf_inst... ok
Checking: UInt8.rec... ok
Checking: BitVec.rec... ok
Checking: instSizeOfDefault... ok
Checking: Fin._sizeOf_1... ok
Checking: Fin._sizeOf_inst... ok
Checking: BitVec._sizeOf_1... ok
Checking: BitVec._sizeOf_inst... ok
Checking: UInt8._sizeOf_1... ok
Checking: UInt8._sizeOf_inst... ok
Checking: ByteArray._sizeOf_1... ok
Checking: ByteArray._sizeOf_inst... ok
Checking: String._sizeOf_1... ok
Checking: String._sizeOf_inst... ok
Checking: Lean.Name.sizeOf... ok
Checking: Lean.instSizeOfName... ok
Checking: Bool._sizeOf_1... ok
Checking: Bool._sizeOf_inst... ok
Checking: Lean.ParserDescr._sizeOf_1... ok
Checking: Lean.ParserDescr._sizeOf_inst... ok
Checking: Lean.ParserDescr.nonReservedSymbol.sizeOf_spec... ok
Checking: Sub.rec... ok
Checking: Sub.recOn... ok
Checking: ForInStep.ctorIdx... ok
Checking: WellFounded.recOn... ok
Checking: DoResultBC... ok
Checking: DoResultBC.break... ok
Checking: DoResultBC.continue... ok
Checking: DoResultBC.rec... ok
Checking: DoResultBC.casesOn... ok
Checking: DoResultBC.noConfusionType... ok
Checking: DoResultBC.noConfusion... ok
Checking: DoResultBC.break.noConfusion... ok
Checking: DoResultBC.break.injEq... ok
Checking: MonadState.modifyGet... ok
Checking: modify... ok
Checking: PUnit._sizeOf_1... ok
Checking: PUnit._sizeOf_inst... ok
Checking: PUnit.unit.sizeOf_spec... ok
Checking: NonScalar... ok
Checking: NonScalar.mk... ok
Checking: NonScalar.rec... ok
Checking: Inv... ok
Checking: Inv.mk... ok
Checking: Inv.rec... ok
Checking: Lean.Parser.Tactic.discharger... ok
Checking: Lean.Parser.Tactic.simpStar... ok
Checking: Lean.Parser.Tactic.simpArg... ok
Checking: Lean.Parser.Tactic.simpArgs... ok
Checking: Lean.Parser.Tactic.simpaArgsRest... ok
Checking: Lean.Parser.Tactic.tacticSimpa?!_... ok
Checking: Lean.Parser.Tactic.tacticAdmit... ok
Checking: Neg.rec... ok
Checking: Neg.casesOn... ok
Checking: Neg.noConfusionType... ok
Checking: prec(_)... ok
Checking: Array.getD... ok
Checking: Array.get!Internal... ok
Checking: GetElem?.getElem!... ok
Checking: decidableGetElem?... ok
Checking: Array.instGetElem?NatLtSize... ok
Checking: Eq.mpr_prop... ok
Checking: GetElem?.match_1... ok
Checking: Eq.mpr_not... ok
Checking: dite_congr... ok
Checking: LawfulGetElem... ok
Checking: GetElem?.toGetElem... ok
Checking: LawfulGetElem.getElem?_def._autoParam... ok
Checking: LawfulGetElem.getElem!_def._autoParam... ok
Checking: LawfulGetElem.mk... ok
Checking: LawfulGetElem.getElem!_def... ok
Checking: Array.instLawfulGetElemNatLtSize... ok
Checking: LawfulGetElem.getElem?_def... ok
Checking: getElem?_neg... ok
Checking: Nat.ge_of_not_lt... ok
Checking: flip... ok
Checking: Nat.not_lt... ok
Checking: Nat.not_lt._simp_1... ok
Checking: getElem?_pos... ok
Checking: Array.get!Internal_eq_getElem!... ok
Checking: List.Mem... ok
Checking: List.Mem.head... ok
Checking: List.Mem.tail... ok
Checking: List.Mem.below... ok
Checking: List.Mem.below.head... ok
Checking: List.Mem.below.tail... ok
Checking: Option._sizeOf_1... ok
Checking: Option._sizeOf_inst... ok
Checking: Option.none.sizeOf_spec... ok
Checking: outOfBounds... ok
Checking: List.take_zero... ok
Checking: NatCast.natCast... ok
Checking: Nat.cast... ok
Checking: UInt64.size... ok
Checking: List.getLastD.match_1... ok
Checking: List.erase... ok
Checking: _private.Init.Data.List.Basic.0.List.filter.match_1.splitter... ok
Checking: List.erase_cons... ok
Checking: Nat.mul_div_right... ok
Checking: Nat.mul_div_left... ok
Checking: MonadControl... ok
Checking: MonadControl.mk... ok
Checking: MonadControlT... ok
Checking: MonadControlT.mk... ok
Checking: MonadControlT.stM... ok
Checking: MonadControl.stM... ok
Checking: MonadControl.liftWith... ok
Checking: MonadControlT.liftWith... ok
Checking: MonadControl.restoreM... ok
Checking: MonadControlT.restoreM... ok
Checking: instMonadControlTOfMonadControl... ok
Checking: decidable_of_decidable_of_iff._proof_1... ok
Checking: decidable_of_decidable_of_iff... ok
Checking: Bool.not_eq_eq_eq_not... ok
Checking: Bool.not_eq_eq_eq_not._simp_1... ok
Checking: Bool.not_eq_not._simp_1... ok
Checking: Bool.not_not_eq... ok
Checking: List.isPrefixOf.match_1... ok
Checking: List.isPrefixOf?... ok
Checking: HMod.rec... ok
Checking: HMod.casesOn... ok
Checking: HMod.noConfusionType... ok
Checking: HMod.noConfusion... ok
Checking: Lean.SourceInfo.rec... ok
Checking: Lean.SourceInfo.casesOn... ok
Checking: Lean.SourceInfo.ctorIdx... ok
Checking: Lean.SourceInfo.ctorElimType... ok
Checking: Lean.SourceInfo.ctorElim... ok
Checking: Lean.SourceInfo.none.elim... ok
Checking: Lean.Parser.Tactic.withReducible... ok
Checking: stx_?... ok
Checking: List.drop_succ_cons... FAIL
Checking: List.findIdx.go.match_1... ok
Checking: List.findIdx.go... ok
Checking: List.findIdx... ok
Checking: List.idxOf... ok
Checking: ForInStep.value.match_1... ok
Checking: ForInStep.value... ok
Checking: ForInStep.value_yield... ok
Checking: HMul.recOn... ok
Checking: Lean.Grind.NoopConfig.rec... ok
Checking: Lean.Grind.NoopConfig.casesOn... ok
Checking: Lean.Grind.NoopConfig.noConfusionType... ok
Checking: Lean.Grind.NoopConfig.noConfusion... ok
Checking: Fin.ofNat.eq_1... ok
Checking: Lean.MacroScopesView... ok
Checking: Lean.MacroScopesView.mk... ok
Checking: Lean.MacroScopesView.rec... ok
Checking: Lean.MacroScopesView.casesOn... ok
Checking: Lean.MacroScopesView.noConfusionType... ok
Checking: Lean.MacroScopesView.noConfusion... ok
Checking: Applicative.rec... ok
Checking: Applicative.casesOn... ok
Checking: Applicative.noConfusionType... ok
Checking: UInt16.size... ok
Checking: UInt16.toBitVec... ok
Checking: UInt16.toFin... ok
Checking: Std.Associative... ok
Checking: Std.Associative.mk... ok
Checking: Std.Associative.rec... ok
Checking: bne... ok
Checking: HAnd... ok
Checking: HAnd.mk... ok
Checking: HAnd.hAnd... ok
Checking: AndOp... ok
Checking: AndOp.mk... ok
Checking: AndOp.and... ok
Checking: instHAndOfAndOp... ok
Checking: Nat.land... ok
Checking: Nat.instAndOp... ok
Checking: Nat.testBit... ok
Checking: term_⊃_... ok
Checking: Lean.Parser.Tactic.split... ok
Checking: HDiv.rec... ok
Checking: HDiv.recOn... ok
Checking: USize... ok
Checking: _private.Init.Prelude.0.System.Platform.getNumBits._proof_1... ok
Checking: System.Platform.getNumBits... ok
Checking: System.Platform.numBits... ok
Checking: USize.ofBitVec... ok
Checking: instLEBitVec... ok
Checking: USize.toBitVec... ok
Checking: USize.le... ok
Checking: instLEUSize... ok
Checking: Relation.TransGen... ok
Checking: Relation.TransGen.single... ok
Checking: Relation.TransGen.tail... ok
Checking: Relation.TransGen.rec... ok
Checking: Relation.TransGen.casesOn... ok
Checking: Acc.transGen... ok
Checking: Quotient.lift... ok
Checking: Equivalence.refl... ok
Checking: Setoid.iseqv... ok
Checking: Setoid.refl... ok
Checking: Quotient.lift₂._proof_1... ok
Checking: Quotient.ind... ok
Checking: Quotient.lift₂._proof_2... ok
Checking: Quotient.lift₂... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_sub_of_add_le.match_1_1... ok
Checking: Nat.sub_eq_of_eq_add... ok
Checking: Nat.le_sub_of_add_le... ok
Checking: List.removeAll... ok
Checking: Add.rec... ok
Checking: Add.casesOn... ok
Checking: Lean.Parser.Tactic.skip... ok
Checking: Std.Format.align.noConfusion... ok
Checking: Std.Format.align.inj... ok
Checking: instLEFin... ok
Checking: Fin.val_le_of_le... ok
Checking: List.IsInfix... ok
Checking: instInhabitedBool.default... ok
Checking: instInhabitedBool... ok
Checking: Lean.Grind.instInhabitedConfig.default... ok
Checking: Lean.Grind.instInhabitedConfig... ok
Checking: Option.instDecidableEq.decEq.match_1... ok
Checking: Option.instDecidableEq.decEq._proof_1... ok
Checking: Option.instDecidableEq.decEq._proof_3... ok
Checking: Option.instDecidableEq.decEq._proof_4... ok
Checking: Option.instDecidableEq.decEq._proof_2... ok
Checking: Option.noConfusionType... ok
Checking: Option.noConfusion... ok
Checking: Option.some.noConfusion... ok
Checking: Option.instDecidableEq.decEq._proof_5... ok
Checking: Option.instDecidableEq.decEq... ok
Checking: DoResultPRBC.casesOn... ok
Checking: DoResultPRBC.ctorIdx... ok
Checking: DoResultPRBC.ctorElimType... ok
Checking: DoResultPRBC.ctorElim... ok
Checking: DoResultPRBC.continue.elim... ok
Checking: BEq.refl... ok
Checking: Mul.rec... ok
Checking: Mul.casesOn... ok
Checking: Mul.noConfusionType... ok
Checking: ForIn'... ok
Checking: Membership.mem... ok
Checking: ForIn'.mk... ok
Checking: Array.Mem... ok
Checking: List.instMembership... ok
Checking: Array.Mem.mk... ok
Checking: Array.instMembership... ok
Checking: Array.forIn'.loop.match_3... ok
Checking: Array.forIn'.loop._proof_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.zero_lt_of_lt.match_1_1... ok
Checking: Nat.zero_lt_of_lt... ok
Checking: Array.forIn'._proof_1... ok
Checking: Array.forIn'.loop._proof_2... ok
Checking: Array.forIn'.loop._proof_3... ok
Checking: Array.Mem.rec... ok
Checking: Array.Mem.casesOn... ok
Checking: _private.Init.Data.Array.Basic.0.Array.mem_def.match_1_1... ok
Checking: Array.mem_def... ok
Checking: Array.getElem_toList... ok
Checking: _private.Init.GetElem.0.List.getElem_mem.match_1_1... ok
Checking: List.getElem_mem... ok
Checking: Array.getElem_mem... ok
Checking: Array.forIn'.loop._proof_4... ok
Checking: Array.forIn'.loop.match_1... ok
Checking: Array.forIn'.loop._proof_5... ok
Checking: Array.forIn'.loop... ok
Checking: Array.forIn'._proof_2... ok
Checking: Array.forIn'... ok
Checking: Array.instForIn'InferInstanceMembership... ok
Checking: neZero_iff... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.sub_eq_iff_eq_add.match_1_1... ok
Checking: Nat.sub_eq_iff_eq_add... ok
Checking: Nat.sub_eq_iff_eq_add'... ok
Checking: Prod.Lex... ok
Checking: Prod.Lex.left... ok
Checking: Prod.Lex.right... ok
Checking: Prod.Lex.rec... ok
Checking: Prod.Lex.casesOn... ok
Checking: Prod.noConfusionType... ok
Checking: Prod.noConfusion... ok
Checking: Prod.mk.noConfusion... ok
Checking: Prod.lexAccessible... ok
Checking: Div.rec... ok
Checking: Div.recOn... ok
Checking: String.casesOn... ok
Checking: String.noConfusionType... ok
Checking: String.noConfusion... ok
Checking: String.ofByteArray.noConfusion... ok
Checking: String.ofByteArray.inj... ok
Checking: Lean.Syntax.rec_2... ok
Checking: Lean.Syntax.rec_1... ok
Checking: Lean.Syntax.rec... ok
Checking: Lean.Syntax.below... ok
Checking: Lean.Syntax.below_1... ok
Checking: Lean.Syntax.below_2... ok
Checking: Lean.Syntax.brecOn_1.go... ok
Checking: Lean.Syntax.brecOn_1... ok
Checking: Lean.Grind.Config.instances... ok
Checking: DoResultPRBC.pure.elim... ok
Checking: DoResultPRBC.return.elim... ok
Checking: DoResultPRBC.break.elim... ok
Checking: DoResultPRBC.noConfusionType... ok
Checking: DoResultPRBC.noConfusion... ok
Checking: Lean.strLitKind... ok
Checking: Nat.lt_of_lt_of_eq... ok
Checking: Nat.lt_add_one._simp_1... ok
Checking: Nat.add_one_ne... ok
Checking: imp_intro... ok
Checking: Pow.casesOn... ok
Checking: Pow.noConfusionType... ok
Checking: Lean.ParserDescr.casesOn... ok
Checking: Lean.ParserDescr.ctorIdx... ok
Checking: Lean.ParserDescr.ctorElimType... ok
Checking: Lean.ParserDescr.ctorElim... ok
Checking: Lean.ParserDescr.const.elim... ok
Checking: Lean.ParserDescr.unary.elim... ok
Checking: Lean.ParserDescr.binary.elim... ok
Checking: Lean.ParserDescr.node.elim... ok
Checking: Lean.ParserDescr.trailingNode.elim... ok
Checking: Lean.ParserDescr.symbol.elim... ok
Checking: Lean.ParserDescr.nonReservedSymbol.elim... ok
Checking: Lean.ParserDescr.cat.elim... ok
Checking: Lean.ParserDescr.parser.elim... ok
Checking: Lean.ParserDescr.nodeWithAntiquot.elim... ok
Checking: Lean.ParserDescr.sepBy.elim... ok
Checking: Lean.ParserDescr.sepBy1.elim... ok
Checking: Lean.ParserDescr.unicodeSymbol.elim... ok
Checking: Lean.ParserDescr.noConfusionType... ok
Checking: Lean.ParserDescr.noConfusion... ok
Checking: Lean.ParserDescr.binary.noConfusion... ok
Checking: UInt16.rec... ok
Checking: UInt16.casesOn... ok
Checking: UInt16.noConfusionType... ok
Checking: UInt16.noConfusion... ok
Checking: UInt16.ofBitVec.noConfusion... ok
Checking: PSum... ok
Checking: PSum.inl... ok
Checking: PSum.inr... ok
Checking: PSum.rec... ok
Checking: PSum.casesOn... ok
Checking: PSum.noConfusionType... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_1... ok
Checking: Nat.modCore.go.eq_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore.go.fuel_congr.match_1_1... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore.go.fuel_congr... ok
Checking: Nat.modCore_eq... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_3... ok
Checking: Nat.mod.eq_2... ok
Checking: iteInduction... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.modCore_eq_mod.match_1_8... ok
Checking: Nat.modCore_eq_mod... ok
Checking: Nat.mod_eq... ok
Checking: Nat.left_distrib... ok
Checking: Nat.mul_one... ok
Checking: Nat.div_add_mod._unary... ok
Checking: Nat.div_add_mod... ok
Checking: UInt32.ofNatLT... ok
Checking: Nat.pos_iff_ne_zero... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.mod_eq_of_lt.match_1_1... ok
Checking: Nat.mod_eq_of_lt... ok
Checking: Fin.mk.congr_simp... ok
Checking: _private.Init.Data.UInt.BasicAux.0.UInt32.lt_ofNatLT_of_lt._simp_1_7... ok
Checking: UInt32.lt_ofNatLT_of_lt... TIMEOUT
Checking: DoResultPRBC.pure.noConfusion... ok
Checking: List.decidableLex.match_13... ok
Checking: List.Lex.rec... ok
Checking: List.Lex.casesOn... ok
Checking: List.decidableLex.match_1... ok
Checking: List.decidableLex._proof_1... ok
Checking: List.cons.noConfusion... ok
Checking: List.decidableLex.match_3... ok
Checking: List.decidableLex._proof_2... ok
Checking: List.decidableLex.match_11... ok
Checking: List.decidableLex.match_7... ok
Checking: List.decidableLex._proof_3... ok
Checking: List.decidableLex.match_5... ok
Checking: List.decidableLex._proof_4... ok
Checking: List.decidableLex.match_9... ok
Checking: List.decidableLex._proof_5... ok
Checking: List.decidableLex... ok
Checking: Lean.Parser.Tactic.simpTraceArgsRest... ok
Checking: Lean.Parser.Tactic.simpTrace... ok
Checking: Fin.elim0.match_1... ok
Checking: Fin.elim0... ok
Checking: Bool.dcond.match_1... ok
Checking: MonadFinally... ok
Checking: MonadFinally.mk... ok
Checking: MonadFinally.tryFinally'... ok
Checking: StateT.tryFinally.match_1... ok
Checking: StateT.tryFinally.match_3... ok
Checking: StateT.tryFinally... ok
Checking: instReprExcept.match_1... ok
Checking: instNatCastInt... ok
Checking: Std.Format.bracket... ok
Checking: Std.Format.paren... ok
Checking: Repr.addAppParen... ok
Checking: Repr.reprPrec... ok
Checking: reprArg... ok
Checking: instReprExcept... ok
Checking: Lean.Parser.Tactic.Grind.grindStep... ok
Checking: Lean.Parser.Tactic.Grind.grindSeqBracketed... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq1Indented... ok
Checking: Lean.Parser.Tactic.Grind.grindSeq... ok
Checking: Lean.Parser.Tactic.Grind.setOption... ok
Checking: LE.rec... ok
Checking: LE.casesOn... ok
Checking: Setoid.rec... ok
Checking: Setoid.casesOn... ok
Checking: Setoid.noConfusionType... ok
Checking: Setoid.noConfusion... ok
Checking: List.takeWhile... ok
Checking: Lean.Parser.Tactic.tacticAc_nf_... ok
Checking: inline... ok
Checking: inline.eq_1... ok
Checking: Id... ok
Checking: Id.run... ok
Checking: _private.Init.Data.Array.Basic.0.Array.isEqvAux.match_1... ok
Checking: _private.Init.Data.Array.Basic.0.Array.findSomeRevM?.find.match_1... ok
Checking: _private.Init.Data.Array.Basic.0.Array.findSomeRevM?.find... ok
Checking: _private.Init.Data.Array.Basic.0.Array.isEqv._proof_1... ok
Checking: Array.findSomeRevM?... ok
Checking: Id.instMonad... ok
Checking: Array.findSomeRev?... ok
Checking: HasEquiv.rec... ok
Checking: HasEquiv.casesOn... ok
Checking: HasEquiv.noConfusionType... ok
Checking: Or.intro_left... ok
Checking: List.cons.injEq... ok
Checking: neZero_zero_iff_false... ok
Checking: HEq.ndrecOn... ok
Checking: HEq.subst... ok
Checking: Int._sizeOf_1... ok
Checking: Int._sizeOf_inst... ok
Checking: Std.Format.FlattenBehavior._sizeOf_1... ok
Checking: Std.Format.FlattenBehavior._sizeOf_inst... ok
Checking: Std.Format._sizeOf_1... ok
Checking: Std.Format._sizeOf_inst... ok
Checking: Std.Format.group.sizeOf_spec... ok
Checking: Std.RightIdentity... ok
Checking: Std.RightIdentity.mk... ok
Checking: Std.RightIdentity.rec... ok
Checking: Lean.Name.mkNum... ok
Checking: Insert.casesOn... ok
Checking: Insert.noConfusionType... ok
Checking: Insert.noConfusion... ok
Checking: WellFounded.recursion... ok
Checking: PProd.rec... ok
Checking: Bool.not_eq_true... ok
Checking: bne_iff_ne... ok
Checking: List.range'TR.go.match_1... ok
Checking: List.range'TR.go... ok
Checking: Union... ok
Checking: Union.mk... ok
Checking: Union.ctorIdx... ok
Checking: List.Pairwise... ok
Checking: List.Pairwise.nil... ok
Checking: List.Pairwise.cons... ok
Checking: List.instDecidablePairwise.match_5... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.mul_le_mul_left.match_1_1... ok
Checking: Nat.mul_le_mul_left... ok
Checking: Nat.mul_lt_mul_of_pos_left... ok
Checking: Nat.le_of_mul_le_mul_left... ok
Checking: Min.rec... ok
Checking: Min.casesOn... ok
Checking: Min.noConfusionType... ok
Checking: Min.noConfusion... ok
Checking: Sum.ctorIdx... ok
Checking: Sum.ctorElimType... ok
Checking: Sum.ctorElim... ok
Checking: DecidableLT... ok
Checking: List.lt... ok
Checking: List.instLT... ok
Checking: List.decidableLT... ok
Checking: MonadState.casesOn... ok
Checking: MonadState.noConfusionType... ok
Checking: MonadState.noConfusion... ok
Checking: MonadState.mk.noConfusion... ok
Checking: Append.ctorIdx... ok
Checking: coeNotation... ok
Checking: Lean.MacroScopesView.mk.noConfusion... ok
Checking: of_eq_false... ok
Checking: Subrelation... ok
Checking: Subrelation.accessible... ok
Checking: Subrelation.wf... ok
Checking: EStateM.Result.ctorIdx... ok
Checking: EStateM.Result.ctorElimType... ok
Checking: EStateM.Result.ctorElim... ok
Checking: Function.comp_def... ok
Checking: WellFounded.induction... ok
Checking: Option.instBEq.beq._sparseCasesOn_2... ok
Checking: Option.lt.match_1... ok
Checking: Option.lt... ok
Checking: Option.instDecidableRelLt.match_1... ok
Checking: Option.instDecidableRelLt... ok
Checking: Lean.ParserDescr.nodeWithAntiquot.noConfusion... ok
Checking: Lean.Grind.ConfigInteractive.recOn... ok
Checking: instReprId... ok
Checking: instLEUInt32... ok
Checking: Char.utf8Size._proof_1... ok
Checking: instDecidableLeBitVec... ok
Checking: UInt32.decLe... ok
Checking: Char.utf8Size._proof_2... ok
Checking: Char.utf8Size._proof_3... ok
