Getting declarations... 10953 found
(caching disabled)
Checking: String.rec... ok
Checking: String.casesOn... ok
Checking: String.decEq.match_3... ok
Checking: UInt8.rec... ok
Checking: UInt8.casesOn... ok
Checking: UInt8.decEq.match_1... ok
Checking: UInt8.decEq._proof_1... ok
Checking: UInt8.noConfusionType... ok
Checking: UInt8.noConfusion... ok
Checking: UInt8.decEq._proof_2... ok
Checking: UInt8.decEq... ok
Checking: instDecidableEqUInt8... ok
Checking: String.decEq.match_1... ok
Checking: String.decEq._proof_1... ok
Checking: ByteArray.data... ok
Checking: String.decEq._proof_2... ok
Checking: String.decEq... ok
Checking: instDecidableEqString... ok
Checking: String.Internal.trim... ok
Checking: Lean.Syntax.isToken... ok
Checking: CoeOTC... ok
Checking: CoeOTC.mk... ok
Checking: CoeOTC.rec... ok
Checking: CoeOTC.casesOn... ok
Checking: CoeOTC.noConfusionType... ok
Checking: CoeOTC.noConfusion... ok
Checking: CoeOTC.mk.noConfusion... ok
Checking: List.foldl.match_1... ok
Checking: List.foldl... ok
Checking: List.foldlM_pure... ok
Checking: List.foldl_eq_foldlM... ok
Checking: List.id_run_foldlM... FAIL
Checking: Lean.Meta.Omega.OmegaConfig.rec... ok
Checking: Lean.Meta.Omega.OmegaConfig.casesOn... ok
Checking: Lean.Meta.Omega.OmegaConfig.noConfusionType... ok
Checking: Lean.Meta.Omega.OmegaConfig.noConfusion... ok
Checking: Lean.Meta.Omega.OmegaConfig.mk.noConfusion... ok
Checking: ShiftRight... ok
Checking: ShiftRight.mk... ok
Checking: ShiftRight.ctorIdx... ok
Checking: List.Lex... ok
Checking: List.Lex.nil... ok
Checking: List.Lex.rel... ok
Checking: List.Lex.cons... ok
Checking: List.Lex.below... ok
Checking: List.Lex.below.nil... ok
Checking: List.Lex.below.rel... ok
Checking: List.Lex.below.cons... ok
Checking: List.Lex.below.rec... ok
Checking: List.Lex.below.casesOn... ok
Checking: CoeDep... ok
Checking: CoeDep.mk... ok
Checking: CoeDep.rec... ok
Checking: CoeDep.casesOn... ok
Checking: CoeDep.noConfusionType... ok
Checking: CoeDep.noConfusion... ok
Checking: Lean.Parser.Tactic.rewrites_forbidden... ok
Checking: _private.Init.PropLemmas.0.exists_prop_congr.match_1_1... ok
Checking: _private.Init.PropLemmas.0.exists_prop_congr.match_1_3... ok
Checking: exists_prop_congr... ok
Checking: exists_prop_of_true... ok
Checking: exists_true_left... ok
Checking: exists_true_left._simp_1... ok
Checking: _private.Init.PropLemmas.0.forall_exists_index.match_1_1... ok
Checking: forall_exists_index... ok
Checking: exists_imp... ok
Checking: not_exists... ok
Checking: not_exists._simp_1... ok
Checking: forall_false... ok
Checking: List.mem_dite_nil_left... ok
Checking: DoResultPR... ok
Checking: DoResultPR.pure... ok
Checking: DoResultPR.return... ok
Checking: DoResultPR.rec... ok
Checking: DoResultPR.casesOn... ok
Checking: DoResultPR.noConfusionType... ok
Checking: DoResultPR.noConfusion... ok
Checking: DoResultPR.pure.noConfusion... ok
Checking: DoResultPR.pure.injEq... ok
Checking: Classical.exists_or_forall_not... ok
Checking: MonadState... ok
Checking: MonadState.mk... ok
Checking: MonadState.rec... ok
Checking: MonadState.recOn... ok
Checking: List.filter_cons_of_pos... ok
Checking: or_and_left... ok
Checking: _private.Init.Data.List.Lemmas.0.List.mem_filter._simp_1_1... ok
Checking: _private.Init.SimpLemmas.0.and_congr_right.match_1_1... ok
Checking: and_congr_right... ok
Checking: and_congr_right_iff... ok
Checking: and_congr_right_iff._simp_1... ok
Checking: implies_dep_congr_ctx... ok
Checking: implies_congr_ctx... ok
Checking: or_iff_right_iff_imp... ok
Checking: or_iff_right_iff_imp._simp_1... ok
Checking: _private.Init.Prelude.0.eq_false_of_ne_true.match_1_1... ok
Checking: eq_false_of_ne_true... ok
Checking: List.filter_cons_of_neg... ok
Checking: Bool.false_eq_true... ok
Checking: _private.Init.Data.List.Lemmas.0.List.mem_filter._simp_1_2... ok
Checking: Iff.comm... ok
Checking: iff_or_self... ok
Checking: iff_or_self._simp_1... ok
Checking: imp_false... ok
Checking: imp_false._simp_1... ok
Checking: not_and... ok
Checking: not_and._simp_1... ok
Checking: List.mem_filter... ok
Checking: _private.Init.GetElem.0.List.getElem_mem.match_1_1... ok
Checking: List.getElem_mem... ok
Checking: List.getElem_filter... ok
Checking: List.getElem?_filter... ok
Checking: Max... ok
Checking: Max.mk... ok
Checking: Max.rec... ok
Checking: Max.casesOn... ok
Checking: Max.noConfusionType... ok
Checking: DecidableRel... ok
Checking: minOfLe... ok
Checking: instMinNat... ok
Checking: Array.appendCore.loop.match_1... ok
Checking: Array.getInternal... ok
Checking: Array.extract.loop... ok
Checking: Array.extract... ok
Checking: _private.Init.Prelude.0.of_decide_eq_self_eq_true.match_1_1... ok
Checking: of_decide_eq_self_eq_true... ok
Checking: instLawfulBEq... ok
Checking: List.getLast.eq_3... ok
Checking: Lean.Meta.Omega.OmegaConfig.ctorIdx... ok
Checking: ShiftLeft... ok
Checking: ShiftLeft.mk... ok
Checking: ShiftLeft.rec... ok
Checking: ShiftLeft.recOn... ok
Checking: Lean.Macro.Methods... ok
Checking: EStateM.Result... ok
Checking: EStateM.Result.ok... ok
Checking: EStateM.Result.error... ok
Checking: EStateM... ok
Checking: Lean.Macro.Exception... ok
Checking: Lean.Macro.Exception.error... ok
Checking: Lean.Macro.Exception.unsupportedSyntax... ok
Checking: Lean.Macro.State... ok
Checking: _private.Init.Prelude.0.Lean.Macro.State.mk... ok
Checking: Lean.MacroM... ok
Checking: Lean.Macro.Methods.mk... ok
Checking: Lean.Macro.Methods.rec... ok
Checking: Lean.Macro.Methods.casesOn... ok
Checking: Lean.Grind.Config.splits... ok
Checking: Lean.Parser.Tactic.tacticRfl'... ok
Checking: MonadExcept... ok
Checking: MonadExcept.mk... ok
Checking: Except... ok
Checking: Except.error... ok
Checking: Except.ok... ok
Checking: MonadExcept.tryCatch... ok
Checking: observing... ok
Checking: List.all... ok
Checking: List.filter_cons... ok
Checking: List.length_filter_le... ok
Checking: Setoid... ok
Checking: Equivalence... ok
Checking: Equivalence.mk... ok
Checking: Setoid.mk... ok
Checking: Setoid.r... ok
Checking: Quotient... ok
Checking: Quotient.mk... ok
Checking: HasEquiv... ok
Checking: HasEquiv.mk... ok
Checking: HasEquiv.Equiv... ok
Checking: instHasEquivOfSetoid... ok
Checking: Eq.ndrecOn... ok
Checking: PSigma.fst... ok
Checking: Quot.indep... ok
Checking: PSigma.eta... ok
Checking: Quot.indepCoherent... ok
Checking: <anonymous>... ok
Checking: Quot.liftIndepPr1... ok
Checking: PSigma.snd... ok
Checking: Quot.rec... ok
Checking: apply_eqRec... ok
Checking: Quot.pliftOn._proof_1... ok
Checking: Quot.pliftOn._proof_2... ok
Checking: Quot.pliftOn... ok
Checking: Quotient.pliftOn... ok
Checking: Thunk... ok
Checking: Thunk.mk... ok
Checking: Thunk.rec... ok
Checking: Thunk.casesOn... ok
Checking: Thunk.noConfusionType... ok
Checking: Thunk.noConfusion... ok
Checking: Alternative... ok
Checking: Alternative.mk... ok
Checking: OptionT... ok
Checking: OptionT.mk... ok
Checking: OptionT.bind.match_1... ok
Checking: OptionT.bind... ok
Checking: OptionT.pure... ok
Checking: OptionT.instMonad... ok
Checking: OptionT.fail... ok
Checking: OptionT.orElse._sparseCasesOn_1... ok
Checking: OptionT.orElse.match_1... ok
Checking: OptionT.orElse... ok
Checking: OptionT.instAlternative... ok
Checking: Lean.Quote... ok
Checking: Lean.Quote.mk... ok
Checking: Lean.Quote.ctorIdx... ok
Checking: term_⊂_... ok
Checking: Fin.add.match_1... ok
Checking: _private.Init.Data.Nat.Bitwise.Basic.0.Nat.bitwise._unary._proof_1... TIMEOUT
Checking: inferInstance... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.div_lt_self.match_1_1... ok
Checking: Nat.strongRecOn... ok
Checking: _private.Init.Data.Nat.Div.Basic.0.Nat.div_le_self.match_1_1... ok
Checking: Nat.div_le_self... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.add_le_of_le_sub.match_1_1... ok
Checking: Nat.add_le_of_le_sub... ok
Checking: Nat.div_lt_self... ok
Checking: Nat.bitwise_rec_lemma... ok
Checking: _private.Init.Data.Nat.Bitwise.Basic.0.Nat.bitwise._unary._proof_2... ok
Checking: Nat.bitwise._unary... ok
Checking: Nat.bitwise... ok
Checking: Nat.lor... ok
Checking: _private.Init.Data.Fin.Basic.0.Fin.mlt.match_1_1... ok
Checking: _private.Init.Data.Fin.Basic.0.Fin.mlt... ok
Checking: Fin.lor._proof_1... ok
Checking: Fin.lor... ok
Checking: ForInStep._sizeOf_1... ok
Checking: ForInStep._sizeOf_inst... ok
Checking: ForInStep.done.sizeOf_spec... ok
Checking: Bool.eq_or_not_self... ok
Checking: Lean.Name.rec... ok
Checking: Lean.Name.casesOn... ok
Checking: Lean.Name.ctorIdx... ok
Checking: Lean.Name.ctorElimType... ok
Checking: Lean.Name.ctorElim... ok
Checking: Lean.Name.anonymous.elim... ok
Checking: Lean.Name.str.elim... ok
Checking: Lean.Name.num.elim... ok
Checking: Lean.Name.noConfusionType... ok
Checking: _private.Init.PropLemmas.0.forall_and.match_1_1... ok
Checking: forall_and... ok
Checking: List.beq._sparseCasesOn_1... ok
Checking: List.beq._sparseCasesOn_2... ok
Checking: List.beq.match_1... ok
Checking: List.beq... ok
Checking: List.instBEq... ok
Checking: List.isEmpty... ok
Checking: List.nil_beq_eq... ok
Checking: Option.bind.match_1... ok
Checking: Option.bind... ok
Checking: Option.bind.eq_2... ok
Checking: List.flatMap_nil... FAIL
Checking: List.flatMap_cons... FAIL
Checking: List.flatMap_append... ok
Checking: List.reverse_append... ok
Checking: List.flatMap_reverse... ok
Checking: List.replace.match_1... ok
Checking: List.replace... ok
Checking: List.length_replace... ok
Checking: List.getElem_replace._proof_1... ok
Checking: List.take.match_1... ok
Checking: List.take... ok
Checking: decidable_of_decidable_of_iff._proof_1... ok
Checking: decidable_of_decidable_of_iff... ok
Checking: _private.Init.Data.List.Basic.0.List.mem_of_elem_eq_true.match_1_1... ok
Checking: false_implies... ok
Checking: _private.Init.Data.List.Basic.0.List.filter.match_1.splitter... ok
Checking: List.mem_of_elem_eq_true... ok
Checking: List.elem_eq_true_of_mem... ok
Checking: List.instDecidableMemOfLawfulBEq._proof_1... ok
Checking: List.instDecidableMemOfLawfulBEq... ok
Checking: Option.some.inj... ok
Checking: Option.instBEq.beq._sparseCasesOn_1... ok
Checking: Option.instBEq.beq.match_1... ok
Checking: Option.instBEq.beq... ok
Checking: Option.instBEq... ok
Checking: _private.Init.PropLemmas.0.or_imp.match_1_1... ok
Checking: or_imp... ok
Checking: not_or... ok
Checking: not_or._simp_1... ok
Checking: List.replace_of_not_mem... ok
Checking: getElem?_neg... ok
Checking: Nat.not_lt_zero._simp_1... ok
Checking: _private.Init.Data.Option.Basic.0.Option.instReflBEq.match_1... ok
Checking: Option.instReflBEq... ok
Checking: EquivBEq... ok
Checking: EquivBEq.mk... ok
Checking: EquivBEq.toReflBEq... ok
Checking: instEquivBEqOfLawfulBEq... ok
Checking: ne_eq... ok
Checking: beq_eq_false_iff_ne... ok
Checking: beq_eq_false_iff_ne._simp_1... ok
Checking: _private.Init.Data.Option.Basic.0.Option.instLawfulBEq.match_1... ok
Checking: Option.instLawfulBEq... ok
Checking: List.getElem?_replace... ok
Checking: List.getElem_replace... ok
Checking: List.getElem_replace_of_ne... ok
Checking: Option.isSome... ok
Checking: Option.filter... ok
Checking: Option.get.match_1... ok
Checking: Option.get... ok
Checking: Option.isSome_of_isSome_filter... ok
Checking: true_iff... ok
Checking: Option.isSome_dite... ok
Checking: Option.isSome_dite._simp_1... ok
Checking: Option.get_dite._proof_1... ok
Checking: Option.get.congr_simp... ok
Checking: Option.get_dite... ok
Checking: Eq.mpr_prop... ok
Checking: Eq.mpr_not... ok
Checking: dite_congr... ok
Checking: Option.isSome_ite... ok
Checking: Option.isSome_ite._simp_1... ok
Checking: Option.get_ite... ok
Checking: Option.get_filter... ok
Checking: List.foldl_append... ok
Checking: List.foldl_flatMap... ok
Checking: Classical.axiomOfChoice... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.eq_zero_or_pos.match_1_1... ok
Checking: Nat.eq_zero_or_pos... ok
Checking: Lean.RArray.below... ok
Checking: Lean.RArray.brecOn.go... ok
Checking: Lean.RArray.brecOn... ok
Checking: Lean.RArray.casesOn... ok
Checking: Lean.RArray.getImpl.match_1... ok
Checking: Lean.RArray.getImpl... ok
Checking: Lean.RArray.brecOn.eq... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.getImpl.match_1.splitter... ok
Checking: Lean.RArray.getImpl.eq_def... ok
Checking: PartialEquivBEq.trans... ok
Checking: _private.Init.Data.Bool.0.Bool.forall_bool'.match_1_1... ok
Checking: Bool.forall_bool'... ok
Checking: Lean.TSyntax.rec... ok
Checking: Lean.TSyntax.casesOn... ok
Checking: Lean.TSyntax.noConfusionType... ok
Checking: Lean.TSyntax.noConfusion... ok
Checking: List.toByteArray.eq_1... ok
Checking: List.brecOn.eq... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.splitter... ok
Checking: List.toByteArray.loop.eq_def... ok
Checking: heq_of_eq... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.congr_eq_1... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toByteArray.match_1.congr_eq_2... ok
Checking: List.toByteArray.loop.induct_unfolding... FAIL
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toList_data_toByteArray.match_1_1... ok
Checking: List.concat_eq_append... ok
Checking: _private.Init.Data.ByteArray.Bootstrap.0.List.toList_data_toByteArray.toList_push... ok
Checking: List.toList_data_toByteArray... ok
Checking: Lean.Parser.Category... ok
Checking: Lean.Parser.Category.mk... ok
Checking: Lean.Parser.Category.attr... ok
Checking: Lean.PrettyPrinter.UnexpandM... ok
Checking: Lean.PrettyPrinter.Unexpander... ok
Checking: Lean.Name.below... ok
Checking: Lean.Name.brecOn.go... ok
Checking: Lean.Name.brecOn... ok
Checking: _private.Init.Prelude.0.Lean.Name.beq.match_1... ok
Checking: Lean.Name.beq... ok
Checking: Lean.Name.instBEq... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.getKind.match_1... ok
Checking: Lean.Name.mkSimple... ok
Checking: Lean.identKind... ok
Checking: Lean.Syntax.getKind... ok
Checking: Lean.Syntax.isOfKind... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.setKind.match_1... ok
Checking: Array.getD... ok
Checking: Lean.Syntax.getArg... ok
Checking: Lean.Syntax.getNumArgs... ok
Checking: Lean.Syntax.isNodeOf... ok
Checking: Lean.nullKind... ok
Checking: Lean.Syntax.matchesNull... ok
Checking: ReaderT.bind... ok
Checking: ReaderT.instMonad... ok
Checking: EStateM.Result.rec... ok
Checking: EStateM.Result.casesOn... ok
Checking: EStateM.bind.match_1... ok
Checking: EStateM.map... ok
Checking: EStateM.pure... ok
Checking: EStateM.bind... ok
Checking: EStateM.seqRight... ok
Checking: EStateM.instMonad... ok
Checking: Lean.MonadRef... ok
Checking: Lean.MonadRef.mk... ok
Checking: Lean.MonadRef.getRef... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.fromRef.match_1... ok
Checking: Lean.SourceInfo.rec... ok
Checking: Lean.SourceInfo.casesOn... ok
Checking: _private.Init.Prelude.0.Lean.SourceInfo.getPos?.match_1... ok
Checking: Lean.SourceInfo.getPos?... ok
Checking: _private.Init.Prelude.0.Lean.Syntax.getHeadInfo?.loop.match_1... ok
Checking: Lean.Syntax.getHeadInfo?... ok
Checking: Lean.Syntax.getHeadInfo... ok
Checking: Lean.Syntax.getPos?... ok
Checking: Lean.Syntax.getTailPos?... ok
Checking: Lean.SourceInfo.fromRef... ok
Checking: Lean.MonadRef.mkInfoFromRefPos... ok
Checking: Lean.MonadQuotation... ok
Checking: Lean.MonadQuotation.mk... ok
Checking: Lean.MonadQuotation.toMonadRef... ok
Checking: MonadReader... ok
Checking: MonadReader.mk... ok
Checking: MonadReader.read... ok
Checking: readThe... ok
Checking: instMonadReaderOfMonadReaderOf... ok
Checking: ReaderT.read... ok
Checking: instMonadReaderOfReaderTOfMonad... ok
Checking: MonadWithReader.withReader... ok
Checking: MonadWithReaderOf... ok
Checking: MonadWithReaderOf.mk... ok
Checking: MonadWithReaderOf.withReader... ok
Checking: withTheReader... ok
Checking: instMonadWithReaderOfMonadWithReaderOf... ok
Checking: instMonadWithReaderOfReaderT... ok
Checking: Lean.PrettyPrinter.instMonadQuotationUnexpandM... ok
Checking: Lean.MonadQuotation.getCurrMacroScope... ok
Checking: Lean.MonadQuotation.getContext... ok
Checking: Array.mkArray3... ok
Checking: Lean.Syntax.node3... ok
Checking: List.toArray... ok
Checking: MonadExcept.throw... ok
Checking: MonadExceptOf... ok
Checking: MonadExceptOf.mk... ok
Checking: MonadExceptOf.throw... ok
Checking: throwThe... ok
Checking: MonadExceptOf.tryCatch... ok
Checking: tryCatchThe... ok
Checking: instMonadExceptOfMonadExceptOf... ok
Checking: MonadLiftT... ok
Checking: MonadLiftT.mk... ok
Checking: MonadLiftT.monadLift... ok
Checking: liftM... ok
Checking: MonadLift... ok
Checking: MonadLift.mk... ok
Checking: MonadLift.monadLift... ok
Checking: instMonadLiftTOfMonadLift... ok
Checking: ReaderT.instMonadLift... ok
Checking: instMonadLiftT... ok
Checking: ReaderT.instMonadExceptOf... ok
Checking: EStateM.Backtrackable... ok
Checking: EStateM.Backtrackable.mk... ok
Checking: EStateM.throw... ok
Checking: EStateM.Backtrackable.save... ok
Checking: EStateM.tryCatch.match_1... ok
Checking: EStateM.Backtrackable.restore... ok
Checking: EStateM.tryCatch... ok
Checking: EStateM.instMonadExceptOfOfBacktrackable... ok
Checking: EStateM.dummySave... ok
Checking: EStateM.dummyRestore... ok
Checking: EStateM.nonBacktrackable... ok
Checking: unexpandMkArray8... ok
Checking: ForInStep.ctorIdx... ok
Checking: WellFounded.recOn... ok
Checking: _private.Init.Data.List.Control.0.List.filterAuxM.match_1... ok
Checking: List.filterAuxM... ok
Checking: List.filterM... ok
Checking: Option.bind.eq_1... ok
Checking: DoResultBC... ok
Checking: DoResultBC.break... ok
Checking: DoResultBC.continue... ok
Checking: DoResultBC.rec... ok
Checking: DoResultBC.casesOn... ok
Checking: DoResultBC.noConfusionType... ok
Checking: DoResultBC.noConfusion... ok
Checking: DoResultBC.break.noConfusion... ok
Checking: DoResultBC.break.injEq... ok
Checking: PUnit._sizeOf_1... ok
Checking: PUnit._sizeOf_inst... ok
Checking: PUnit.unit.sizeOf_spec... ok
Checking: NonScalar... ok
Checking: NonScalar.mk... ok
Checking: NonScalar.rec... ok
Checking: true_implies... ok
Checking: if_true_right... ok
Checking: Lean.Parser.Tactic.posConfigItem... ok
Checking: Lean.Parser.Tactic.negConfigItem... ok
Checking: Lean.Parser.Tactic.valConfigItem... ok
Checking: Lean.Parser.Tactic.configItem... ok
Checking: Lean.Parser.Tactic.optConfig... ok
Checking: Lean.Parser.Tactic.discharger... ok
Checking: Lean.Parser.Tactic.simpStar... ok
Checking: Lean.Parser.Tactic.simpErase... ok
Checking: Lean.Parser.Tactic.simpPre... ok
Checking: Lean.Parser.Tactic.simpPost... ok
Checking: Lean.Parser.Tactic.simpLemma... ok
Checking: Lean.Parser.Tactic.simpArg... ok
Checking: Lean.Parser.Tactic.simpArgs... ok
Checking: Lean.Parser.Tactic.simpaArgsRest... ok
Checking: Lean.Parser.Tactic.tacticSimpa?!_... ok
Checking: Lean.Parser.Tactic.tacticAdmit... ok
Checking: Subtype.rec... ok
Checking: Subtype.casesOn... ok
Checking: _private.Init.Core.0.Subtype.ext.match_1_1... ok
Checking: Subtype.ext... ok
Checking: Subtype.ext_iff... ok
Checking: prec(_)... ok
Checking: Array.get!Internal... ok
Checking: Array.instGetElemNatLtSize... ok
Checking: decidableGetElem?... ok
Checking: Array.instGetElem?NatLtSize... ok
Checking: LawfulGetElem.getElem!_def... ok
Checking: Array.instLawfulGetElemNatLtSize... ok
Checking: Array.get!Internal_eq_getElem!... ok
Checking: Option._sizeOf_1... ok
Checking: Option._sizeOf_inst... ok
Checking: Option.none.sizeOf_spec... ok
Checking: outOfBounds... ok
Checking: UInt64.size... ok
Checking: Nat.zero_div... ok
Checking: Nat.div_eq_sub_div... ok
Checking: Nat.add_div_right... ok
Checking: Nat.mul_div_right... ok
Checking: Nat.mul_div_left... ok
Checking: Bool.not_eq_eq_eq_not... ok
Checking: Bool.not_eq_eq_eq_not._simp_1... ok
Checking: Bool.not_eq_not._simp_1... ok
Checking: Bool.not_not_eq... ok
Checking: dite_cond_eq_true... ok
Checking: Nat.le_of_not_gt... ok
Checking: of_eq_false... ok
Checking: dite_cond_eq_false... ok
Checking: List.getD_getElem?... ok
Checking: Lean.SourceInfo.ctorIdx... ok
Checking: Lean.SourceInfo.ctorElimType... ok
Checking: Lean.SourceInfo.ctorElim... ok
Checking: Lean.SourceInfo.none.elim... ok
Checking: Eq.substr... ok
Checking: forall_prop_domain_congr... ok
Checking: imp_iff_right... ok
Checking: Decidable.imp_iff_right_iff... ok
Checking: Decidable.imp_iff_left_iff... ok
Checking: Decidable.imp_iff_left_iff._simp_1... ok
Checking: dite_eq_left_iff... ok
Checking: _private.Init.Meta.Defs.0.Lean.Name.getRoot._sparseCasesOn_1... ok
Checking: _private.Init.Meta.Defs.0.Lean.Name.getRoot.match_1... ok
Checking: Lean.Name.getRoot... ok
Checking: List.findIdx.go.match_1... ok
Checking: List.findIdx.go... ok
Checking: List.findIdx... ok
Checking: List.idxOf... ok
Checking: HMul.rec... ok
Checking: HMul.recOn... ok
Checking: Bool.not_and_self... ok
Checking: Nat.Linear.Poly.insert... ok
Checking: Nat.Linear.Poly.norm.go... ok
Checking: Nat.Linear.Poly.norm.go.eq_2... ok
Checking: Applicative.rec... ok
Checking: Applicative.casesOn... ok
Checking: Applicative.noConfusionType... ok
Checking: _private.Init.Data.List.Lemmas.0.List.length_pos_of_mem.match_1_1... ok
Checking: List.length_pos_of_mem... ok
Checking: bne... ok
Checking: HAnd... ok
Checking: HAnd.mk... ok
Checking: HAnd.hAnd... ok
Checking: AndOp... ok
Checking: AndOp.mk... ok
Checking: AndOp.and... ok
Checking: instHAndOfAndOp... ok
Checking: Nat.land... ok
Checking: Nat.instAndOp... ok
Checking: HShiftRight... ok
Checking: HShiftRight.mk... ok
Checking: HShiftRight.hShiftRight... ok
Checking: ShiftRight.shiftRight... ok
Checking: instHShiftRightOfShiftRight... ok
Checking: Nat.shiftRight... ok
Checking: Nat.instShiftRight... ok
Checking: Nat.testBit... ok
Checking: Lean.Parser.Tactic.locationWildcard... ok
Checking: Lean.Parser.Tactic.locationType... ok
Checking: Lean.Parser.Tactic.locationHyp... ok
Checking: Lean.Parser.Tactic.location... ok
Checking: Lean.Parser.Tactic.split... ok
Checking: USize... ok
Checking: _private.Init.Prelude.0.System.Platform.getNumBits._proof_1... ok
Checking: System.Platform.getNumBits... ok
Checking: System.Platform.numBits... ok
Checking: USize.ofBitVec... ok
Checking: USize.toBitVec... ok
Checking: USize.le... ok
Checking: instLEUSize... ok
Checking: EST.Out... ok
Checking: EST.Out.ok... ok
Checking: EST.Out.error... ok
Checking: Relation.TransGen... ok
Checking: Relation.TransGen.single... ok
Checking: Relation.TransGen.tail... ok
Checking: Relation.TransGen.rec... ok
Checking: Relation.TransGen.casesOn... ok
Checking: Acc.transGen... ok
Checking: Lean.Name.mkStr5... ok
Checking: Lean.Parser.Tactic.Conv.convTrace_state... ok
Checking: Quotient.lift... ok
Checking: Equivalence.refl... ok
Checking: Setoid.iseqv... ok
Checking: Setoid.refl... ok
Checking: Quotient.lift₂._proof_1... ok
Checking: Quotient.ind... ok
Checking: Quotient.lift₂._proof_2... ok
Checking: Quotient.lift₂... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.le_sub_of_add_le.match_1_1... ok
Checking: Nat.sub_eq_of_eq_add... ok
Checking: Nat.le_sub_of_add_le... ok
Checking: List.removeAll... ok
Checking: List.IsInfix... ok
Checking: ForIn'... ok
Checking: ForIn'.mk... ok
Checking: Array.Mem... ok
Checking: Array.Mem.mk... ok
Checking: Array.instMembership... ok
Checking: Array.forIn'.loop.match_3... ok
Checking: Array.forIn'.loop._proof_1... ok
Checking: _private.Init.Data.Nat.Basic.0.Nat.zero_lt_of_lt.match_1_1... ok
Checking: Nat.zero_lt_of_lt... ok
Checking: Array.forIn'._proof_1... ok
Checking: Array.forIn'.loop._proof_2... ok
Checking: Array.forIn'.loop._proof_3... ok
Checking: Array.Mem.rec... ok
Checking: Array.Mem.casesOn... ok
Checking: _private.Init.Data.Array.Basic.0.Array.mem_def.match_1_1... ok
Checking: Array.mem_def... ok
Checking: Array.getElem_toList... ok
Checking: Array.getElem_mem... ok
Checking: Array.forIn'.loop._proof_4... ok
Checking: Array.forIn'.loop.match_1... ok
Checking: Array.forIn'.loop._proof_5... ok
Checking: Array.forIn'.loop... ok
Checking: Array.forIn'._proof_2... ok
Checking: Array.forIn'... ok
Checking: Array.instForIn'InferInstanceMembership... ok
Checking: NeZero... ok
Checking: Zero.zero... ok
Checking: Zero.toOfNat0... ok
Checking: NeZero.mk... ok
Checking: NeZero.out... ok
Checking: neZero_iff... ok
Checking: Div.rec... ok
Checking: Div.recOn... ok
Checking: String.noConfusionType... ok
Checking: String.noConfusion... ok
Checking: String.ofByteArray.noConfusion... ok
Checking: String.ofByteArray.inj... ok
Checking: Lean.Syntax.below... ok
Checking: Lean.Syntax.below_1... ok
Checking: Lean.Syntax.below_2... ok
Checking: Lean.Syntax.brecOn_1.go... ok
Checking: Lean.Syntax.brecOn_1... ok
Checking: Insert... ok
Checking: Insert.mk... ok
Checking: Insert.insert... ok
Checking: Lean.RArray.getImpl.eq_2... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.get_eq_def.match_1... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.get_eq_def.match_1.splitter... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.get_eq_def... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.get_eq_getImpl._simp_1_4... ok
Checking: Nat.ble_eq... ok
Checking: _private.Init.Data.RArray.0.Lean.RArray.get_eq_getImpl._simp_1_5... ok
Checking: not_not_intro... ok
Checking: dite_not... ok
Checking: ite_not... ok
Checking: Lean.RArray.get_eq_getImpl... ok
Checking: OptionT.fail.eq_1... ok
Checking: Option.instMembership... ok
Checking: _private.Init.Data.Option.Lemmas.0.Option.not_mem_none.match_1_1... ok
Checking: Option.not_mem_none... ok
Checking: Lean.Grind.Config.instances... ok
Checking: PProd.fst... ok
Checking: PProd.snd... ok
Checking: PProd.rec... ok
Checking: PProd.casesOn... ok
Checking: _private.Init.Ext.0.PProd.ext.match_1... ok
Checking: PProd.ext... ok
Checking: PProd.ext_iff... ok
Checking: MonadControlT... ok
Checking: MonadControlT.mk... ok
Checking: MonadControlT.stM... ok
Checking: Nat.lt_of_lt_of_eq... ok
Checking: Nat.add_one_ne... ok
Checking: Decidable.byContradiction... ok
Checking: Decidable.of_not_not... ok
Checking: Decidable.not_not... ok
Checking: Decidable.not_not._simp_1... ok
Checking: Option.isSome_ite'... ok
Checking: imp_intro... ok
Checking: Pow.casesOn... ok
Checking: Pow.noConfusionType... ok
Checking: PSum... ok
Checking: PSum.inl... ok
Checking: PSum.inr... ok
Checking: PSum.rec... ok
Checking: PSum.casesOn... ok
Checking: PSum.noConfusionType... ok
Checking: List.decidableLex.match_13... ok
Checking: List.Lex.rec... ok
Checking: List.Lex.casesOn... ok
